Assemblies	penguin	rnaspades	err_rate
HIV1.cut.id_KU168288.1	11626.90	3909.47	0.001
HIV1.cut.id_KU168289.1	6174.72	4092.11	0.001
HIV1.cut.id_KU168290.1	14163.42	3911.78	0.001
HIV1.cut.id_KU168291.1	16959.25	1432.74	0.001
HIV1.cut.id_KU168292.1	4008.62	4013.76	0.001
HIV1.cut.id_KU168293.1	1892.95	1071.18	0.001
HIV1.cut.id_KU168294.1	2065.89	2112.95	0.001
HIV1.cut.id_KU168295.1	1360.62	6673.20	0.001
HIV1.cut.id_KU168296.1	9766.64	1613.92	0.001
HIV1.cut.id_KU168297.1	4822.80	2406.60	0.001
HIV1.cut.id_KU168298.1	1949.69	3929.23	0.001
HIV1.cut.id_KU168299.1	1034.79	11634.84	0.001
HIV1.cut.id_KU168300.1	1832.14	5990.27	0.001
HIV1.cut.id_KU168301.1	2871.92	2160.70	0.001
HIV1.cut.id_KU168302.1	799.12	3201.61	0.001
HIV1.cut.id_KU168303.1	2212.18	4403.07	0.001
HIV1.cut.id_KU168304.1	143.08	5069.85	0.001
HIV1.cut.id_KU168305.1	134.39	5802.60	0.001
HIV1.cut.id_KU168306.1	176.10	-	0.001
HIV1.cut.id_KU168307.1	4593.02	2692.85	0.001
HIV1.cut.id_KU168308.1	388.73	3503.18	0.001
HIV1.cut.id_KU168309.1	461.99	949.50	0.001
HIV1.cut.id_KU168310.1	266.37	6568.22	0.001
HIV1.cut.id_KU168311.1	2419.71	1040.60	0.001
HIV1.cut.id_KU501256.1	1623.54	3615.20	0.001
HIV1.cut.id_KU501257.1	579.31	5061.31	0.001
HIV1.cut.id_KU612900.1	310.32	7309.39	0.001
HIV1.cut.id_KU612901.1	671.53	2754.49	0.001
HIV1.cut.id_KU641402.1	3818.51	482.32	0.001
HIV1.cut.id_KU677989.1	1751.37	4479.13	0.001
HIV1.cut.id_KU677990.1	2848.10	1932.63	0.001
HIV1.cut.id_KU677991.1	530.26	1581.84	0.001
HIV1.cut.id_KU677992.1	419.11	5783.51	0.001
HIV1.cut.id_KU677993.1	1495.68	2970.30	0.001
HIV1.cut.id_KU677994.1	4751.23	2771.18	0.001
HIV1.cut.id_KU677995.1	1612.02	1059.54	0.001
HIV1.cut.id_KU677996.1	5538.57	5910.85	0.001
HIV1.cut.id_KU677997.1	2698.20	3896.10	0.001
HIV1.cut.id_KU677998.1	3818.25	4264.21	0.001
HIV1.cut.id_KU677999.1	1189.39	3269.75	0.001
HIV1.cut.id_KU678000.1	5340.43	2301.05	0.001
HIV1.cut.id_KU678001.1	3444.63	3042.43	0.001
HIV1.cut.id_KU678025.1	1529.97	2983.14	0.001
HIV1.cut.id_KU678026.1	2180.21	3239.38	0.001
HIV1.cut.id_KU678027.1	5243.53	723.33	0.001
HIV1.cut.id_KU678028.1	2172.60	-	0.001
HIV1.cut.id_KU678029.1	1922.02	3468.63	0.001
HIV1.cut.id_KU678030.1	989.37	7401.21	0.001
HIV1.cut.id_KU678031.1	1697.89	-	0.001
HIV1.cut.id_KU678032.1	2131.03	4484.09	0.001
HIV1.cut.id_KU678034.1	4053.56	-	0.001
HIV1.cut.id_KU678035.1	2240.00	-	0.001
HIV1.cut.id_KU678036.1	2863.49	5656.46	0.001
HIV1.cut.id_KU678049.1	3178.18	3715.94	0.001
HIV1.cut.id_KU678050.1	1209.56	227.40	0.001
HIV1.cut.id_KU678051.1	1990.14	-	0.001
HIV1.cut.id_KU678052.1	3128.08	7920.79	0.001
HIV1.cut.id_KU678053.1	3007.27	1516.92	0.001
HIV1.cut.id_KU678054.1	4729.96	609.08	0.001
HIV1.cut.id_KU678055.1	1962.78	19285.71	0.001
HIV1.cut.id_KU678056.1	1728.59	504.20	0.001
HIV1.cut.id_KU678058.1	2528.70	4917.21	0.001
HIV1.cut.id_KU678059.1	7570.34	2575.11	0.001
HIV1.cut.id_KU678060.1	1734.19	1023.89	0.001
HIV1.cut.id_KU678061.1	1740.84	2071.56	0.001
HIV1.cut.id_KU678062.1	1339.09	-	0.001
HIV1.cut.id_KU678069.1	1966.17	2593.36	0.001
HIV1.cut.id_KU678070.1	2340.29	-	0.001
HIV1.cut.id_KU678071.1	2586.21	562.70	0.001
HIV1.cut.id_KU678074.1	1919.25	1263.82	0.001
HIV1.cut.id_KU678075.1	3090.77	1647.29	0.001
HIV1.cut.id_KU678076.1	1714.29	1301.87	0.001
HIV1.cut.id_KU678077.1	875.31	-	0.001
HIV1.cut.id_KU678080.1	4443.29	3168.52	0.001
HIV1.cut.id_KU678081.1	1950.90	-	0.001
HIV1.cut.id_KU678082.1	2298.04	3689.44	0.001
HIV1.cut.id_KU678083.1	3222.78	-	0.001
HIV1.cut.id_KU678124.1	888.30	1839.46	0.001
HIV1.cut.id_KU678125.1	2797.98	2506.27	0.001
HIV1.cut.id_KU678139.1	3132.49	-	0.001
HIV1.cut.id_KU678140.1	3158.84	2283.11	0.001
HIV1.cut.id_KU678141.1	5523.62	2937.19	0.001
HIV1.cut.id_KU678143.1	4829.61	-	0.001
HIV1.cut.id_KU678144.1	2141.40	2345.84	0.001
HIV1.cut.id_KU678145.1	3516.27	3991.68	0.001
HIV1.cut.id_KU678161.1	1803.40	2491.26	0.001
HIV1.cut.id_KU678162.1	759.72	-	0.001
HIV1.cut.id_KU678163.1	1318.08	1969.66	0.001
HIV1.cut.id_KU678164.1	1662.99	3682.72	0.001
HIV1.cut.id_KU678165.1	2169.72	-	0.001
HIV1.cut.id_KU678166.1	2522.88	-	0.001
HIV1.cut.id_KU678167.1	3353.76	3905.77	0.001
HIV1.cut.id_KU678168.1	1316.54	4306.22	0.001
HIV1.cut.id_KU678169.1	2307.32	-	0.001
HIV1.cut.id_KU678170.1	6353.47	3759.24	0.001
HIV1.cut.id_KU678171.1	685.32	-	0.001
HIV1.cut.id_KU678172.1	947.08	-	0.001
HIV1.cut.id_KU678173.1	2078.30	-	0.001
HIV1.cut.id_KU678174.1	1513.04	-	0.001
HIV1.cut.id_KU678175.1	1985.68	-	0.001
HIV1.cut.id_KU678176.1	1856.67	2255.64	0.001
HIV1.cut.id_KU678177.1	1204.82	-	0.001
HIV1.cut.id_KU678178.1	1901.84	2725.67	0.001
HIV1.cut.id_KU678179.1	1317.72	4597.70	0.001
HIV1.cut.id_KU678180.1	689.66	3128.33	0.001
HIV1.cut.id_KU678191.1	1862.91	-	0.001
HIV1.cut.id_KU678192.1	1365.08	-	0.001
HIV1.cut.id_KU678193.1	1262.35	2423.05	0.001
HIV1.cut.id_KU749387.1	1451.16	2195.56	0.001
HIV1.cut.id_KU749388.1	116.41	1387.99	0.001
HIV1.cut.id_KU749389.1	1586.37	1933.30	0.001
HIV1.cut.id_KU749390.1	98.18	845.21	0.001
HIV1.cut.id_KU749391.1	1161.29	1752.11	0.001
HIV1.cut.id_KU749392.1	2231.93	6967.74	0.001
HIV1.cut.id_KU749393.1	1044.12	1665.49	0.001
HIV1.cut.id_KU749394.1	876.07	1103.40	0.001
HIV1.cut.id_KU749395.1	1155.69	1249.77	0.001
HIV1.cut.id_KU749396.1	1230.66	1633.27	0.001
HIV1.cut.id_KU749397.1	536.11	3323.70	0.001
HIV1.cut.id_KU749398.1	119.15	3973.78	0.001
HIV1.cut.id_KU749399.1	3876.84	2396.48	0.001
HIV1.cut.id_KU749400.1	524.48	2144.97	0.001
HIV1.cut.id_KU749401.1	1382.28	1926.22	0.001
HIV1.cut.id_KU749402.1	1403.20	1465.80	0.001
HIV1.cut.id_KU749403.1	2795.68	1061.75	0.001
HIV1.cut.id_KU749404.1	1958.85	1171.58	0.001
HIV1.cut.id_KU749405.1	3274.01	766.99	0.001
HIV1.cut.id_KU749406.1	312.11	2303.66	0.001
HIV1.cut.id_KU749407.1	63.32	2693.60	0.001
HIV1.cut.id_KU749408.1	188.14	6932.11	0.001
HIV1.cut.id_KU749409.1	757.02	3803.13	0.001
HIV1.cut.id_KU749410.3	165.58	4212.49	0.001
HIV1.cut.id_KU749411.1	10053.90	1804.58	0.001
HIV1.cut.id_KU749412.1	1816.78	2682.82	0.001
HIV1.cut.id_KU749413.1	1130.32	2952.17	0.001
HIV1.cut.id_KU749414.1	1449.63	2581.26	0.001
HIV1.cut.id_KU749415.1	530.29	1620.95	0.001
HIV1.cut.id_KU749416.1	1226.21	1869.43	0.001
HIV1.cut.id_KU749417.1	1566.92	4193.43	0.001
HIV1.cut.id_KU749418.1	282.58	1701.32	0.001
HIV1.cut.id_KU749419.1	89.55	1268.54	0.001
HIV1.cut.id_KU749420.1	2839.71	2047.48	0.001
HIV1.cut.id_KU749421.1	4829.95	484.26	0.001
HIV1.cut.id_KU749422.1	161.44	6680.41	0.001
HIV1.cut.id_KU749423.1	110.98	706.42	0.001
HIV1.cut.id_KU749424.1	991.52	1125.24	0.001
HIV1.cut.id_KU749425.1	3443.43	1829.52	0.001
HIV1.cut.id_KU749426.1	1385.80	2508.47	0.001
HIV1.cut.id_KU749427.1	3808.46	3676.79	0.001
HIV1.cut.id_KU749428.1	1273.67	1802.85	0.001
HIV1.cut.id_KU749429.1	3308.54	4130.90	0.001
HIV1.cut.id_KU749430.1	648.54	912.41	0.001
HIV1.cut.id_KU749431.1	1189.53	2894.19	0.001
HIV1.cut.id_KU749432.1	907.46	4395.17	0.001
HIV1.cut.id_KU886698.1	191.94	1612.90	0.001
HIV1.cut.id_KU992928.1	2779.96	1775.15	0.001
HIV1.cut.id_KU992929.1	1925.67	-	0.001
HIV1.cut.id_KU992930.1	5351.98	2251.18	0.001
HIV1.cut.id_KU992931.1	2506.41	6495.97	0.001
HIV1.cut.id_KU992932.1	2149.32	7600.00	0.001
HIV1.cut.id_KU992933.1	6410.10	2473.01	0.001
HIV1.cut.id_KU992934.1	4057.52	4318.03	0.001
HIV1.cut.id_KU992935.1	1639.10	2978.24	0.001
HIV1.cut.id_KU992936.1	1439.50	3037.28	0.001
HIV1.cut.id_KU992937.1	6035.00	2479.73	0.001
HIV1.cut.id_KX069219.1	36.20	3324.81	0.001
HIV1.cut.id_KX069220.1	2431.42	1080.83	0.001
HIV1.cut.id_KX069221.1	435.65	4143.46	0.001
HIV1.cut.id_KX069222.1	1177.83	1921.50	0.001
HIV1.cut.id_KX069223.1	264.70	1645.60	0.001
HIV1.cut.id_KX069224.1	145.64	1869.16	0.001
HIV1.cut.id_KX069225.1	138.24	158.23	0.001
HIV1.cut.id_KX069226.1	844.03	2033.99	0.001
HIV1.cut.id_KX069227.1	2378.50	2958.07	0.001
HIV1.cut.id_KX069228.1	935.02	2773.11	0.001
HIV1.cut.id_KX159285.1	734.85	6792.45	0.001
HIV1.cut.id_KX228799.1	80.66	2316.48	0.001
HIV1.cut.id_KX228800.1	3946.48	641.03	0.001
HIV1.cut.id_KX228801.1	1853.30	2573.53	0.001
HIV1.cut.id_KX228802.1	291.12	6144.39	0.001
HIV1.cut.id_KX228803.1	3016.35	4832.71	0.001
HIV1.cut.id_KX228804.1	275.42	2407.20	0.001
HIV1.cut.id_KX228805.1	872.54	3362.47	0.001
HIV1.cut.id_KX228806.1	485.44	1919.34	0.001
HIV1.cut.id_KX228807.1	3042.88	1979.47	0.001
HIV1.cut.id_KX228808.1	68.01	817.02	0.001
HIV1.cut.id_KX228809.1	1356.79	1205.86	0.001
HIV1.cut.id_KX228810.1	394.57	6839.58	0.001
HIV1.cut.id_KX228811.1	1296.36	4745.76	0.001
HIV1.cut.id_KX228812.1	1670.78	1689.76	0.001
HIV1.cut.id_KX228813.1	235.37	2939.12	0.001
HIV1.cut.id_KX228814.1	800.56	7516.34	0.001
HIV1.cut.id_KX228815.1	1761.01	1817.33	0.001
HIV1.cut.id_KX228816.1	46.11	830.52	0.001
HIV1.cut.id_KX228817.1	463.39	2006.47	0.001
HIV1.cut.id_KX228818.1	285.34	2770.89	0.001
HIV1.cut.id_KX228819.1	129.70	471.38	0.001
HIV1.cut.id_KX228820.1	3053.68	266.57	0.001
HIV1.cut.id_KX228821.1	323.91	8367.87	0.001
HIV1.cut.id_KX228822.1	236.24	704.54	0.001
HIV1.cut.id_KX228823.1	1052.75	2714.83	0.001
HIV1.cut.id_KX228824.1	580.32	2251.77	0.001
HIV1.cut.id_KX228825.1	252.64	5396.83	0.001
HIV1.cut.id_KX232594.1	938.70	1815.60	0.001
HIV1.cut.id_KX232595.1	2323.65	3355.18	0.001
HIV1.cut.id_KX232596.1	2880.85	2131.22	0.001
HIV1.cut.id_KX232597.1	152.44	2651.45	0.001
HIV1.cut.id_KX232599.1	8453.90	260.16	0.001
HIV1.cut.id_KX232600.1	5256.20	2454.46	0.001
HIV1.cut.id_KX232601.1	3554.26	2999.14	0.001
HIV1.cut.id_KX232602.1	3607.31	2286.77	0.001
HIV1.cut.id_KX232604.1	10315.95	1950.94	0.001
HIV1.cut.id_KX232605.1	2520.00	1300.81	0.001
HIV1.cut.id_KX232606.1	1251.33	3358.93	0.001
HIV1.cut.id_KX232607.1	2054.04	828.50	0.001
HIV1.cut.id_KX232609.1	5640.22	5206.58	0.001
HIV1.cut.id_KX232610.1	1777.83	2362.03	0.001
HIV1.cut.id_KX232611.1	678.76	3356.43	0.001
HIV1.cut.id_KX232612.1	1121.47	3595.51	0.001
HIV1.cut.id_KX232613.1	594.26	2010.14	0.001
HIV1.cut.id_KX232614.1	892.27	864.71	0.001
HIV1.cut.id_KX232615.1	5474.99	6708.27	0.001
HIV1.cut.id_KX232616.1	1561.16	6031.55	0.001
HIV1.cut.id_KX232617.1	4360.66	3223.44	0.001
HIV1.cut.id_KX232619.1	722.80	3016.64	0.001
HIV1.cut.id_KX232620.1	1960.78	471.70	0.001
HIV1.cut.id_KX232621.1	3922.07	863.93	0.001
HIV1.cut.id_KX232622.1	660.92	4690.03	0.001
HIV1.cut.id_KX232623.1	500.00	3993.18	0.001
HIV1.cut.id_KX232625.1	2118.49	2251.18	0.001
HIV1.cut.id_KX232626.1	536.61	4184.66	0.001
HIV1.cut.id_KX232627.1	4669.74	1907.36	0.001
HIV1.cut.id_KX232628.1	1904.08	5004.72	0.001
HIV1.cut.id_KX232629.1	3052.68	2611.81	0.001
HIV1.cut.id_KX353919.1	429.41	671.14	0.001
HIV1.cut.id_KX378999.1	1960.31	7037.33	0.001
HIV1.cut.id_KX379000.1	129.31	3469.13	0.001
HIV1.cut.id_KX673818.1	820.45	6710.36	0.001
HIV1.cut.id_KX673819.1	1464.84	3631.08	0.001
HIV1.cut.id_KX673820.1	1635.58	3873.68	0.001
HIV1.cut.id_KX673821.1	586.26	986.84	0.001
HIV1.cut.id_KY112585.1	510.15	-	0.001
HIV1.cut.id_KY359380.1	2241.66	1672.24	0.001
HIV1.cut.id_KY359381.1	1686.64	2151.13	0.001
HIV1.cut.id_KY359382.1	103.59	6192.17	0.001
HIV1.cut.id_KY359383.1	4865.10	149.85	0.001
HIV1.cut.id_KY359384.1	99.22	2109.70	0.001
HIV1.cut.id_KY359385.1	362.10	917.11	0.001
HIV1.cut.id_KY364886.1	282.39	3086.80	0.001
HIV1.cut.id_KY392767.1	122.66	1326.76	0.001
HIV1.cut.id_KY392768.1	2074.74	1332.03	0.001
HIV1.cut.id_KY392769.1	84.28	3150.74	0.001
HIV1.cut.id_KY392770.1	3014.52	4733.89	0.001
HIV1.cut.id_KY392771.1	2061.86	385.18	0.001
HIV1.cut.id_KY392772.1	1569.32	3246.75	0.001
HIV1.cut.id_KY392773.1	1581.76	3996.89	0.001
HIV1.cut.id_KY392774.1	2823.68	2175.05	0.001
HIV1.cut.id_KY392775.1	658.64	369.82	0.001
HIV1.cut.id_KY392776.1	155.19	1494.66	0.001
HIV1.cut.id_KY392777.1	792.17	2499.52	0.001
HIV1.cut.id_KY392778.1	429.14	1711.49	0.001
HIV1.cut.id_KY392779.1	398.05	4358.46	0.001
HIV1.cut.id_KY392780.1	115.76	1007.71	0.001
HIV1.cut.id_KY465967.1	172.85	2958.98	0.001
HIV1.cut.id_KY465968.1	1235.43	-	0.001
HIV1.cut.id_KY465969.1	129.53	4235.38	0.001
HIV1.cut.id_KY496622.1	1693.22	82.47	0.001
HIV1.cut.id_KY496623.1	793.03	2176.38	0.001
HIV1.cut.id_KY496624.1	44.62	2969.02	0.001
HIV1.cut.id_KY498771.1	4221.78	1582.20	0.001
HIV1.cut.id_KY514084.1	3651.84	5841.81	0.001
HIV1.cut.id_KY514085.1	5759.03	1949.86	0.001
HIV1.cut.id_KY557336.1	898.75	3078.10	0.001
HIV1.cut.id_KY658681.1	4627.89	3084.49	0.001
HIV1.cut.id_KY658682.1	108.23	2702.03	0.001
HIV1.cut.id_KY658683.1	2182.78	1572.10	0.001
HIV1.cut.id_KY658684.1	1526.98	4438.96	0.001
HIV1.cut.id_KY658685.1	392.38	2163.37	0.001
HIV1.cut.id_KY658686.1	753.30	131.29	0.001
HIV1.cut.id_KY658687.1	105.56	1647.26	0.001
HIV1.cut.id_KY658688.1	1694.92	2740.98	0.001
HIV1.cut.id_KY658689.1	828.37	1851.46	0.001
HIV1.cut.id_KY658690.1	1039.31	1525.47	0.001
HIV1.cut.id_KY658691.1	659.77	1168.87	0.001
HIV1.cut.id_KY658692.1	76.86	2350.03	0.001
HIV1.cut.id_KY658693.1	3768.18	1490.83	0.001
HIV1.cut.id_KY658694.1	2631.92	5230.50	0.001
HIV1.cut.id_KY658695.1	118.20	8198.01	0.001
HIV1.cut.id_KY658696.1	273.97	863.28	0.001
HIV1.cut.id_KY658697.1	515.82	2707.63	0.001
HIV1.cut.id_KY658698.1	133.44	632.08	0.001
HIV1.cut.id_KY658699.1	393.42	2281.22	0.001
HIV1.cut.id_KY658700.1	2061.86	2380.95	0.001
HIV1.cut.id_KY658701.1	169.91	2424.55	0.001
HIV1.cut.id_KY658702.1	196.81	1761.79	0.001
HIV1.cut.id_KY658703.1	114.40	1419.68	0.001
HIV1.cut.id_KY658704.1	1918.06	2989.47	0.001
HIV1.cut.id_KY658705.1	3142.38	3128.83	0.001
HIV1.cut.id_KY658706.1	906.66	3557.09	0.001
HIV1.cut.id_KY658707.1	2401.99	2284.71	0.001
HIV1.cut.id_KY658708.1	1124.22	4551.09	0.001
HIV1.cut.id_KY658709.1	3047.55	4172.40	0.001
HIV1.cut.id_KY658710.1	2327.26	4869.25	0.001
HIV1.cut.id_KY658711.1	2308.52	3203.58	0.001
HIV1.cut.id_KY658712.1	2760.62	2466.37	0.001
HIV1.cut.id_KY658713.1	2558.95	2664.09	0.001
HIV1.cut.id_KY658714.1	5596.64	3842.63	0.001
HIV1.cut.id_KY658715.1	2320.21	601.20	0.001
HIV1.cut.id_KY658716.1	3185.34	2556.61	0.001
HIV1.cut.id_KY658717.1	5459.06	2741.73	0.001
HIV1.cut.id_KY658718.1	2973.57	1578.95	0.001
HIV1.cut.id_KY658719.1	471.28	3058.74	0.001
HIV1.cut.id_KY778445.1	1966.63	4152.82	0.001
HIV1.cut.id_KY778450.1	2585.35	-	0.001
HIV1.cut.id_KY778456.1	2408.57	1867.82	0.001
HIV1.cut.id_KY778468.1	3325.60	1951.78	0.001
HIV1.cut.id_KY778473.1	809.03	-	0.001
HIV1.cut.id_KY778479.1	-	1496.67	0.001
HIV1.cut.id_KY778482.1	1420.96	3482.39	0.001
HIV1.cut.id_KY778486.1	4110.04	2598.06	0.001
HIV1.cut.id_KY778487.1	1693.61	4862.98	0.001
HIV1.cut.id_KY778496.1	1392.11	-	0.001
HIV1.cut.id_KY778502.1	1023.10	-	0.001
HIV1.cut.id_KY778510.1	1635.32	4780.36	0.001
HIV1.cut.id_KY778516.1	2425.21	274.19	0.001
HIV1.cut.id_KY778517.1	1900.34	-	0.001
HIV1.cut.id_KY778521.1	4386.98	-	0.001
HIV1.cut.id_KY778529.1	-	1966.50	0.001
HIV1.cut.id_KY778545.1	-	763.36	0.001
HIV1.cut.id_KY950610.1	971.55	3426.29	0.001
HIV1.cut.id_KY989949.1	526.45	1820.59	0.001
HIV1.cut.id_KY989950.1	989.11	608.90	0.001
HIV1.cut.id_KY989951.1	1144.16	497.51	0.001
HIV1.cut.id_KY989952.1	655.82	6175.69	0.001
HIV1.cut.id_KY989953.1	52.38	616.14	0.001
HIV1.cut.id_KY989954.1	1823.08	76.45	0.001
HIV1.cut.id_KY989955.1	14206.69	2607.23	0.001
HIV1.cut.id_KY989956.1	1610.86	2586.07	0.001
HIV1.cut.id_KY989957.1	8412.68	2840.41	0.001
HIV1.cut.id_KY995542.1	847.46	2594.94	0.001
HIV1.cut.id_L02317.1	113.53	4676.87	0.001
HIV1.cut.id_L20571.1	1816.40	1799.52	0.001
HIV1.cut.id_L20587.1	9035.02	3980.21	0.001
HIV1.cut.id_L31963.1	2808.45	4506.70	0.001
HIV1.cut.id_L39106.1	173.33	3657.82	0.001
HIV1.cut.id_LC027100.1	109.38	454.20	0.001
HIV1.cut.id_M17449.1	2585.32	-	0.001
HIV1.cut.id_M17451.1	942.74	4591.84	0.001
HIV1.cut.id_M22639.1	229.75	2530.73	0.001
HIV1.cut.id_M26727.1	705.16	2373.89	0.001
HIV1.cut.id_M27323.1	-	785.34	0.001
HIV1.cut.id_M38429.1	2446.24	-	0.001
HIV1.cut.id_M38431.1	1981.46	4791.59	0.001
HIV1.cut.id_M62320.1	945.92	1169.80	0.001
HIV1.cut.id_M93258.1	149.48	-	0.001
HIV1.cut.id_M93259.1	162.25	1859.50	0.001
HIV1.cut.id_MF373124.1	135.60	1324.81	0.001
HIV1.cut.id_MF373125.1	502.16	4377.93	0.001
HIV1.cut.id_MF373126.1	205.47	1852.96	0.001
HIV1.cut.id_MF373127.1	159.78	107.30	0.001
HIV1.cut.id_MF373128.1	1988.67	1182.97	0.001
HIV1.cut.id_MF373129.1	2407.99	2824.55	0.001
HIV1.cut.id_MF373130.1	62.17	1945.77	0.001
HIV1.cut.id_MF373131.1	1539.70	1554.29	0.001
HIV1.cut.id_MF373132.1	4234.27	3430.16	0.001
HIV1.cut.id_MF373133.1	-	1382.89	0.001
HIV1.cut.id_MF373134.1	682.79	2998.87	0.001
HIV1.cut.id_MF373135.1	308.60	1502.89	0.001
HIV1.cut.id_MF373136.1	2261.13	3285.23	0.001
HIV1.cut.id_MF373137.1	149.79	2767.89	0.001
HIV1.cut.id_MF373138.1	599.15	3771.07	0.001
HIV1.cut.id_MF373139.1	183.21	2084.83	0.001
HIV1.cut.id_MF373140.1	702.58	3766.33	0.001
HIV1.cut.id_MF373141.1	484.98	2490.77	0.001
HIV1.cut.id_MF373142.1	2313.27	3018.11	0.001
HIV1.cut.id_MF373143.1	999.31	2028.61	0.001
HIV1.cut.id_MF373144.1	1003.26	3443.22	0.001
HIV1.cut.id_MF373145.1	678.76	2273.21	0.001
HIV1.cut.id_MF373146.1	125.36	3877.87	0.001
HIV1.cut.id_MF373147.1	6356.97	2049.18	0.001
HIV1.cut.id_MF373148.1	1047.25	4776.90	0.001
HIV1.cut.id_MF373149.1	39.00	2822.35	0.001
HIV1.cut.id_MF373150.1	1362.94	1983.17	0.001
HIV1.cut.id_MF373151.1	4195.97	2475.76	0.001
HIV1.cut.id_MF373152.1	594.95	2864.42	0.001
HIV1.cut.id_MF373153.1	1699.63	3294.20	0.001
HIV1.cut.id_MF373154.1	905.29	6274.05	0.001
HIV1.cut.id_MF373155.1	1447.26	2038.40	0.001
HIV1.cut.id_MF373156.1	409.13	1569.97	0.001
HIV1.cut.id_MF373157.1	60.87	370.37	0.001
HIV1.cut.id_MF373158.1	972.49	4219.10	0.001
HIV1.cut.id_MF373159.1	535.74	0.00	0.001
HIV1.cut.id_MF373160.1	2556.06	2165.58	0.001
HIV1.cut.id_MF373161.1	2825.05	938.15	0.001
HIV1.cut.id_MF373162.1	783.98	2542.37	0.001
HIV1.cut.id_MF373163.1	171.78	9647.22	0.001
HIV1.cut.id_MF373164.1	1045.30	4287.90	0.001
HIV1.cut.id_MF373165.1	482.28	2888.23	0.001
HIV1.cut.id_MF373166.1	100.78	933.66	0.001
HIV1.cut.id_MF373167.1	167.20	2556.70	0.001
HIV1.cut.id_MF373168.1	950.09	4002.30	0.001
HIV1.cut.id_MF373169.1	207.68	6356.89	0.001
HIV1.cut.id_MF373170.1	1127.21	7171.07	0.001
HIV1.cut.id_MF373171.1	1139.50	2717.12	0.001
HIV1.cut.id_MF373172.1	1551.46	2226.38	0.001
HIV1.cut.id_MF373173.1	1223.35	431.03	0.001
HIV1.cut.id_MF373174.1	1494.29	4391.16	0.001
HIV1.cut.id_MF373175.1	1151.83	40182.26	0.001
HIV1.cut.id_MF373176.1	367.94	9784.51	0.001
HIV1.cut.id_MF373177.1	1133.62	2513.26	0.001
HIV1.cut.id_MF373178.1	1220.00	824.84	0.001
HIV1.cut.id_MF373179.1	135.12	4444.44	0.001
HIV1.cut.id_MF373180.1	90.62	3512.23	0.001
HIV1.cut.id_MF373181.1	129.27	1545.44	0.001
HIV1.cut.id_MF373182.1	1120.87	3681.25	0.001
HIV1.cut.id_MF373183.1	161.03	1570.78	0.001
HIV1.cut.id_MF373184.1	2014.59	638.30	0.001
HIV1.cut.id_MF373185.1	3046.84	4932.95	0.001
HIV1.cut.id_MF373186.1	1390.98	3100.39	0.001
HIV1.cut.id_MF373187.1	58.64	2543.35	0.001
HIV1.cut.id_MF373188.1	131.23	2120.72	0.001
HIV1.cut.id_MF373189.1	1967.17	2210.19	0.001
HIV1.cut.id_MF373190.1	2507.76	2250.23	0.001
HIV1.cut.id_MF373191.1	101.47	6245.93	0.001
HIV1.cut.id_MF373192.1	493.23	1172.92	0.001
HIV1.cut.id_MF373193.1	416.98	7210.88	0.001
HIV1.cut.id_MF373194.1	559.72	3604.24	0.001
HIV1.cut.id_MF373195.1	1111.50	10957.11	0.001
HIV1.cut.id_MF373196.1	3413.63	4155.06	0.001
HIV1.cut.id_MF373197.1	590.33	1311.48	0.001
HIV1.cut.id_MF373198.1	762.04	3680.45	0.001
HIV1.cut.id_MF373199.1	53.72	2719.87	0.001
HIV1.cut.id_MF373200.1	4988.61	4577.40	0.001
HIV1.cut.id_MF373201.1	340.74	7439.94	0.001
HIV1.cut.id_MF373202.1	226.78	1465.35	0.001
HIV1.cut.id_MF373203.1	817.30	2467.29	0.001
HIV1.cut.id_MF373204.1	339.58	5313.92	0.001
HIV1.cut.id_MF373205.1	138.11	538.60	0.001
HIV1.cut.id_MF373206.1	938.32	1298.15	0.001
HIV1.cut.id_MF373389.1	89.02	1791.87	0.001
HIV1.cut.id_MF379808.1	136.99	802.14	0.001
HIV1.cut.id_U12055.1	7711.39	-	0.001
HIV1.cut.id_U21135.1	106.41	3884.57	0.001
HIV1.cut.id_U23487.1	123.08	2394.29	0.001
HIV1.cut.id_U26546.1	693.28	2602.23	0.001
HIV1.cut.id_U26942.1	1821.10	-	0.001
HIV1.cut.id_U34603.1	1518.95	3015.73	0.001
HIV1.cut.id_U34604.1	2298.85	1785.71	0.001
HIV1.cut.id_U37270.1	1324.84	366.30	0.001
HIV1.cut.id_U39362.2	838.71	3080.57	0.001
HIV1.cut.id_U43096.1	1171.19	3185.38	0.001
HIV1.cut.id_U43141.1	271.09	3699.67	0.001
HIV1.cut.id_U46016.1	693.26	2621.07	0.001
HIV1.cut.id_U51188.1	335.98	3699.11	0.001
HIV1.cut.id_U51189.1	2552.67	6536.13	0.001
HIV1.cut.id_U51190.1	598.16	3331.31	0.001
HIV1.cut.id_U52953.1	2188.38	2489.63	0.001
HIV1.cut.id_U54771.1	12406.26	19644.15	0.001
HIV1.cut.id_U63632.1	193.24	-	0.001
HIV1.cut.id_U69584.1	1976.12	1912.05	0.001
HIV1.cut.id_U69585.1	2038.42	-	0.001
HIV1.cut.id_U69586.1	2690.53	4507.99	0.001
HIV1.cut.id_U69587.1	551.40	2134.39	0.001
HIV1.cut.id_U69588.1	2242.30	5036.63	0.001
