Assemblies	penguin	rnaspades	err_rate
HIV1.cut.id_KC156210.1	100.000	42.837	0.001
HIV1.cut.id_KC156211.1	89.456	39.912	0.001
HIV1.cut.id_KC156212.1	100.000	25.079	0.001
HIV1.cut.id_KC156213.1	96.453	44.828	0.001
HIV1.cut.id_KC156214.1	61.632	13.153	0.001
HIV1.cut.id_KC156215.1	94.338	11.358	0.001
HIV1.cut.id_KC156216.1	100.000	11.443	0.001
HIV1.cut.id_KC156217.1	18.158	25.112	0.001
HIV1.cut.id_KC156218.1	100.000	49.082	0.001
HIV1.cut.id_KC156219.1	83.592	30.720	0.001
HIV1.cut.id_KC156220.1	99.172	29.448	0.001
HIV1.cut.id_KC156221.1	99.813	47.401	0.001
HIV1.cut.id_KC492737.1	15.721	28.144	0.001
HIV1.cut.id_KC492738.1	85.659	12.900	0.001
HIV1.cut.id_KC503852.1	15.340	-	0.001
HIV1.cut.id_KC503853.1	57.915	9.897	0.001
HIV1.cut.id_KC503854.1	47.979	32.144	0.001
HIV1.cut.id_KC503855.1	92.151	14.421	0.001
HIV1.cut.id_KC522031.1	40.579	24.891	0.001
HIV1.cut.id_KC522032.1	73.241	22.027	0.001
HIV1.cut.id_KC522033.1	48.979	-	0.001
HIV1.cut.id_KC522034.1	98.832	-	0.001
HIV1.cut.id_KC852172.1	98.690	41.635	0.001
HIV1.cut.id_KC852173.1	36.629	6.103	0.001
HIV1.cut.id_KC852174.1	53.356	-	0.001
HIV1.cut.id_KC898975.1	81.242	20.076	0.001
HIV1.cut.id_KC898976.1	89.673	26.637	0.001
HIV1.cut.id_KC898977.1	54.730	31.468	0.001
HIV1.cut.id_KC898978.1	68.840	11.224	0.001
HIV1.cut.id_KC898979.1	48.679	23.404	0.001
HIV1.cut.id_KC898981.1	52.175	27.668	0.001
HIV1.cut.id_KC898982.1	49.565	25.923	0.001
HIV1.cut.id_KC898983.1	69.695	10.262	0.001
HIV1.cut.id_KC898984.1	85.145	14.010	0.001
HIV1.cut.id_KC898985.1	91.570	34.240	0.001
HIV1.cut.id_KC898986.1	95.636	11.604	0.001
HIV1.cut.id_KC898987.1	96.753	16.627	0.001
HIV1.cut.id_KC898988.1	100.000	37.909	0.001
HIV1.cut.id_KC898989.1	100.000	29.714	0.001
HIV1.cut.id_KC898990.1	61.113	6.628	0.001
HIV1.cut.id_KC898991.1	99.503	28.483	0.001
HIV1.cut.id_KC898992.1	66.769	28.537	0.001
HIV1.cut.id_KC898993.1	79.989	23.830	0.001
HIV1.cut.id_KC898994.1	99.512	-	0.001
HIV1.cut.id_KC898995.1	98.157	12.901	0.001
HIV1.cut.id_KC898996.1	84.663	4.380	0.001
HIV1.cut.id_KC899006.1	50.740	11.824	0.001
HIV1.cut.id_KC899007.1	100.000	37.929	0.001
HIV1.cut.id_KC899008.1	97.243	44.934	0.001
HIV1.cut.id_KC899009.1	89.406	6.520	0.001
HIV1.cut.id_KC899010.1	92.510	43.447	0.001
HIV1.cut.id_KC899011.1	76.085	30.953	0.001
HIV1.cut.id_KC899012.1	85.726	32.306	0.001
HIV1.cut.id_KC899013.1	84.256	39.975	0.001
HIV1.cut.id_KC899014.1	96.717	31.658	0.001
HIV1.cut.id_KC899015.1	81.050	9.760	0.001
HIV1.cut.id_KC914396.1	76.613	4.596	0.001
HIV1.cut.id_KC935957.1	59.147	10.387	0.001
HIV1.cut.id_KC935958.1	99.879	22.073	0.001
HIV1.cut.id_KC935959.1	100.000	34.530	0.001
HIV1.cut.id_KF234628.1	26.165	16.661	0.001
HIV1.cut.id_KF425293.1	87.549	8.118	0.001
HIV1.cut.id_KF766537.1	-	22.142	0.001
HIV1.cut.id_KF766538.1	100.000	22.109	0.001
HIV1.cut.id_KF766539.1	-	24.781	0.001
HIV1.cut.id_KF766540.1	100.000	23.664	0.001
HIV1.cut.id_KF766541.1	100.000	-	0.001
HIV1.cut.id_KF766542.1	54.907	63.403	0.001
HIV1.cut.id_KF990605.1	69.254	28.474	0.001
HIV1.cut.id_KF990606.1	21.833	45.346	0.001
HIV1.cut.id_KF990607.1	36.828	11.976	0.001
HIV1.cut.id_KF990608.1	100.000	51.007	0.001
HIV1.cut.id_KJ704797.1	54.083	54.589	0.001
HIV1.cut.id_KJ925006.1	26.804	-	0.001
HIV1.cut.id_KM390026.1	44.011	-	0.001
HIV1.cut.id_KM438031.1	28.976	-	0.001
HIV1.cut.id_KM438032.1	66.510	38.895	0.001
HIV1.cut.id_KP170487.1	83.480	23.967	0.001
HIV1.cut.id_KP718914.1	100.000	83.183	0.001
HIV1.cut.id_KP718915.1	100.000	67.352	0.001
HIV1.cut.id_KP718916.1	100.000	77.595	0.001
HIV1.cut.id_KP718917.1	100.000	55.272	0.001
HIV1.cut.id_KP718918.1	100.000	42.860	0.001
HIV1.cut.id_KP718919.1	100.000	78.873	0.001
HIV1.cut.id_KP718920.1	100.000	62.308	0.001
HIV1.cut.id_KP718921.1	99.165	32.117	0.001
HIV1.cut.id_KP718922.1	84.222	53.301	0.001
HIV1.cut.id_KP718923.1	100.000	67.645	0.001
HIV1.cut.id_KP718924.1	100.000	53.566	0.001
HIV1.cut.id_KP718925.1	100.000	96.768	0.001
HIV1.cut.id_KP718926.1	100.000	54.672	0.001
HIV1.cut.id_KP718927.1	100.000	68.657	0.001
HIV1.cut.id_KP718928.1	100.000	67.152	0.001
HIV1.cut.id_KP718929.1	94.853	81.834	0.001
HIV1.cut.id_KP718930.1	90.186	38.046	0.001
HIV1.cut.id_KP718931.1	100.000	67.656	0.001
HIV1.cut.id_KP718932.1	100.000	74.086	0.001
HIV1.cut.id_KP718933.1	100.000	76.127	0.001
HIV1.cut.id_KP718934.1	100.000	51.266	0.001
HIV1.cut.id_KP718935.1	97.732	75.818	0.001
HIV1.cut.id_KP718936.1	95.262	59.828	0.001
HIV1.cut.id_KP718937.1	89.187	69.903	0.001
HIV1.cut.id_KP718938.1	90.395	69.138	0.001
HIV1.cut.id_KT022360.1	100.000	57.356	0.001
HIV1.cut.id_KT022361.1	100.000	60.910	0.001
HIV1.cut.id_KT022362.1	65.503	30.469	0.001
HIV1.cut.id_KT022363.1	94.057	41.379	0.001
HIV1.cut.id_KT022364.1	82.829	52.016	0.001
HIV1.cut.id_KT022365.1	67.302	48.380	0.001
HIV1.cut.id_KT022366.1	99.531	15.471	0.001
HIV1.cut.id_KT022367.1	79.462	37.913	0.001
HIV1.cut.id_KT022368.1	82.788	57.326	0.001
HIV1.cut.id_KT022369.1	99.702	37.009	0.001
HIV1.cut.id_KT022370.1	83.102	17.886	0.001
HIV1.cut.id_KT022371.1	100.000	20.986	0.001
HIV1.cut.id_KT022372.1	83.587	43.844	0.001
HIV1.cut.id_KT022373.1	92.403	41.359	0.001
HIV1.cut.id_KT022374.1	96.811	45.416	0.001
HIV1.cut.id_KT022375.1	99.436	44.323	0.001
HIV1.cut.id_KT022376.1	100.000	33.532	0.001
HIV1.cut.id_KT022377.1	99.794	43.422	0.001
HIV1.cut.id_KT022378.1	100.000	29.325	0.001
HIV1.cut.id_KT022379.1	100.000	83.090	0.001
HIV1.cut.id_KT022380.1	100.000	82.061	0.001
HIV1.cut.id_KT022381.1	100.000	54.028	0.001
HIV1.cut.id_KT022382.1	100.000	68.824	0.001
HIV1.cut.id_KT022383.1	99.598	70.197	0.001
HIV1.cut.id_KT022384.1	-	46.133	0.001
HIV1.cut.id_KT022385.1	94.322	68.491	0.001
HIV1.cut.id_KT022386.1	100.000	80.777	0.001
HIV1.cut.id_KT022387.1	95.822	54.957	0.001
HIV1.cut.id_KT022388.1	99.772	68.378	0.001
HIV1.cut.id_KT022389.1	100.000	54.022	0.001
HIV1.cut.id_KT022390.1	100.000	38.227	0.001
HIV1.cut.id_KT022391.1	96.607	35.476	0.001
HIV1.cut.id_KT022392.1	90.003	48.011	0.001
HIV1.cut.id_KT022393.1	100.000	45.205	0.001
HIV1.cut.id_KT022394.1	100.000	63.540	0.001
HIV1.cut.id_KT022395.1	74.803	13.536	0.001
HIV1.cut.id_KT022396.1	96.726	46.451	0.001
HIV1.cut.id_KT022397.1	99.644	44.499	0.001
HIV1.cut.id_KT022398.1	100.000	78.374	0.001
HIV1.cut.id_KT022399.1	85.436	27.834	0.001
HIV1.cut.id_KT022400.1	99.966	62.140	0.001
HIV1.cut.id_KT022401.1	93.529	38.125	0.001
HIV1.cut.id_KT022402.1	100.000	95.705	0.001
HIV1.cut.id_KT022403.1	100.000	62.962	0.001
HIV1.cut.id_KT022404.1	90.483	60.765	0.001
HIV1.cut.id_KT022405.1	93.901	67.110	0.001
HIV1.cut.id_KT022406.1	71.869	67.833	0.001
HIV1.cut.id_KT022407.1	98.282	49.643	0.001
HIV1.cut.id_KT022408.1	100.000	12.301	0.001
HIV1.cut.id_KT022409.1	100.000	55.379	0.001
HIV1.cut.id_KT022410.1	95.750	26.071	0.001
HIV1.cut.id_KT022411.1	94.801	49.707	0.001
HIV1.cut.id_KT022412.1	86.508	39.729	0.001
HIV1.cut.id_KT022413.1	91.727	36.179	0.001
HIV1.cut.id_KT022414.1	100.000	62.087	0.001
HIV1.cut.id_KT022415.1	100.000	25.793	0.001
HIV1.cut.id_KT022416.1	99.311	60.792	0.001
HIV1.cut.id_KT022417.1	100.000	54.396	0.001
HIV1.cut.id_KT200348.1	82.054	-	0.001
HIV1.cut.id_KT200349.1	92.953	-	0.001
HIV1.cut.id_KT200350.1	73.315	33.001	0.001
HIV1.cut.id_KT200351.1	91.587	60.912	0.001
HIV1.cut.id_KT200352.1	100.000	26.255	0.001
HIV1.cut.id_KT200353.1	100.000	16.665	0.001
HIV1.cut.id_KT200354.1	88.589	23.299	0.001
HIV1.cut.id_KT200355.1	88.033	60.981	0.001
HIV1.cut.id_KT200356.1	79.677	40.788	0.001
HIV1.cut.id_KT200357.1	84.993	13.676	0.001
HIV1.cut.id_KT200358.1	100.000	45.418	0.001
HIV1.cut.id_KT259308.1	-	-	0.001
HIV1.cut.id_KT259309.1	87.962	-	0.001
HIV1.cut.id_KT259310.1	12.204	1.260	0.001
HIV1.cut.id_KT259311.1	43.113	-	0.001
HIV1.cut.id_KT259312.1	49.191	6.163	0.001
HIV1.cut.id_KT259313.1	49.181	-	0.001
HIV1.cut.id_KT259314.1	52.343	11.531	0.001
HIV1.cut.id_KT259315.1	15.831	-	0.001
HIV1.cut.id_KT259316.1	68.577	22.123	0.001
HIV1.cut.id_KT259317.1	28.030	-	0.001
HIV1.cut.id_KT259318.1	60.616	-	0.001
HIV1.cut.id_KT259319.1	16.434	-	0.001
HIV1.cut.id_KT284371.1	-	5.342	0.001
HIV1.cut.id_KT284372.1	44.019	9.878	0.001
HIV1.cut.id_KT284373.1	-	-	0.001
HIV1.cut.id_KT284374.1	-	-	0.001
HIV1.cut.id_KT284375.1	-	13.921	0.001
HIV1.cut.id_KT284376.1	-	-	0.001
HIV1.cut.id_KT284377.1	-	-	0.001
HIV1.cut.id_KT284378.1	100.000	22.269	0.001
HIV1.cut.id_KT372798.1	82.093	10.670	0.001
HIV1.cut.id_KT427649.1	63.144	60.329	0.001
HIV1.cut.id_KT427650.1	100.000	42.016	0.001
HIV1.cut.id_KT427651.1	100.000	31.843	0.001
HIV1.cut.id_KT427670.1	80.665	46.295	0.001
HIV1.cut.id_KT427671.1	100.000	51.323	0.001
HIV1.cut.id_KT427674.1	100.000	32.600	0.001
HIV1.cut.id_KT427675.1	97.367	-	0.001
HIV1.cut.id_KT427676.1	96.145	5.262	0.001
HIV1.cut.id_KT427692.1	62.742	33.658	0.001
HIV1.cut.id_KT427698.1	96.341	49.041	0.001
HIV1.cut.id_KT427699.1	82.117	20.529	0.001
HIV1.cut.id_KT427700.1	96.165	31.203	0.001
HIV1.cut.id_KT427701.1	89.101	11.966	0.001
HIV1.cut.id_KT427705.1	98.401	4.831	0.001
HIV1.cut.id_KT427706.1	85.551	39.119	0.001
HIV1.cut.id_KT427708.1	61.975	7.186	0.001
HIV1.cut.id_KT427709.1	97.222	63.398	0.001
HIV1.cut.id_KT427711.1	66.891	41.703	0.001
HIV1.cut.id_KT427715.1	86.914	22.557	0.001
HIV1.cut.id_KT427716.1	94.549	45.698	0.001
HIV1.cut.id_KT427717.1	90.492	44.125	0.001
HIV1.cut.id_KT427718.1	82.615	39.291	0.001
HIV1.cut.id_KT427719.1	93.135	44.029	0.001
HIV1.cut.id_KT427720.1	100.000	38.187	0.001
HIV1.cut.id_KT427721.1	75.857	50.886	0.001
HIV1.cut.id_KT427722.1	96.705	33.356	0.001
HIV1.cut.id_KT427723.1	89.610	11.701	0.001
HIV1.cut.id_KT427724.1	87.457	43.751	0.001
HIV1.cut.id_KT427725.1	90.642	29.799	0.001
HIV1.cut.id_KT427726.1	44.164	12.506	0.001
HIV1.cut.id_KT427727.1	94.188	22.147	0.001
HIV1.cut.id_KT427728.1	93.946	24.099	0.001
HIV1.cut.id_KT427729.1	87.132	16.462	0.001
HIV1.cut.id_KT427730.1	100.000	43.679	0.001
HIV1.cut.id_KT427731.1	64.049	-	0.001
HIV1.cut.id_KT427732.1	40.907	-	0.001
HIV1.cut.id_KT427733.1	78.273	33.672	0.001
HIV1.cut.id_KT427734.1	100.000	50.505	0.001
HIV1.cut.id_KT427735.1	85.990	3.718	0.001
HIV1.cut.id_KT427736.1	96.324	23.278	0.001
HIV1.cut.id_KT427737.1	100.000	33.650	0.001
HIV1.cut.id_KT427738.1	67.113	10.127	0.001
HIV1.cut.id_KT427739.1	100.000	21.079	0.001
HIV1.cut.id_KT427740.1	100.000	30.526	0.001
HIV1.cut.id_KT427741.1	98.237	65.643	0.001
HIV1.cut.id_KT427742.1	97.369	34.042	0.001
HIV1.cut.id_KT427743.1	71.076	48.719	0.001
HIV1.cut.id_KT427744.1	87.562	49.697	0.001
HIV1.cut.id_KT427745.1	100.000	36.202	0.001
HIV1.cut.id_KT427746.1	89.473	77.637	0.001
HIV1.cut.id_KT427747.1	66.349	15.807	0.001
HIV1.cut.id_KT427748.1	80.996	22.985	0.001
HIV1.cut.id_KT427749.1	48.911	-	0.001
HIV1.cut.id_KT427750.1	72.044	25.917	0.001
HIV1.cut.id_KT427751.1	95.863	35.463	0.001
HIV1.cut.id_KT427752.1	100.000	22.961	0.001
HIV1.cut.id_KT427753.1	87.960	51.003	0.001
HIV1.cut.id_KT427754.1	90.783	44.277	0.001
HIV1.cut.id_KT427755.1	96.055	43.187	0.001
HIV1.cut.id_KT427756.1	93.676	40.432	0.001
HIV1.cut.id_KT427757.1	100.000	32.999	0.001
HIV1.cut.id_KT427758.1	85.854	13.430	0.001
HIV1.cut.id_KT427759.1	95.347	24.547	0.001
HIV1.cut.id_KT427760.1	100.000	11.470	0.001
HIV1.cut.id_KT427761.1	94.226	16.903	0.001
HIV1.cut.id_KT427762.1	91.184	36.943	0.001
HIV1.cut.id_KT427763.1	74.447	6.175	0.001
HIV1.cut.id_KT427764.1	96.651	47.671	0.001
HIV1.cut.id_KT427765.1	91.499	18.989	0.001
HIV1.cut.id_KT427766.1	92.447	19.424	0.001
HIV1.cut.id_KT427767.1	71.832	-	0.001
HIV1.cut.id_KT427768.1	89.683	20.904	0.001
HIV1.cut.id_KT427769.1	100.000	60.700	0.001
HIV1.cut.id_KT427770.1	55.381	25.698	0.001
HIV1.cut.id_KT427771.1	94.805	45.273	0.001
HIV1.cut.id_KT427772.1	69.814	23.586	0.001
HIV1.cut.id_KT427773.1	100.000	65.471	0.001
HIV1.cut.id_KT427774.1	97.077	74.664	0.001
HIV1.cut.id_KT427775.1	67.078	37.012	0.001
HIV1.cut.id_KT427776.1	93.466	37.113	0.001
HIV1.cut.id_KT427777.1	49.670	13.896	0.001
HIV1.cut.id_KT427778.1	94.043	-	0.001
HIV1.cut.id_KT427779.1	84.554	31.390	0.001
HIV1.cut.id_KT427780.1	66.959	37.219	0.001
HIV1.cut.id_KT427781.1	91.720	44.037	0.001
HIV1.cut.id_KT427782.1	91.158	67.169	0.001
HIV1.cut.id_KT427783.1	57.042	-	0.001
HIV1.cut.id_KT427784.1	98.489	33.585	0.001
HIV1.cut.id_KT427785.1	100.000	90.708	0.001
HIV1.cut.id_KT427786.1	98.436	36.048	0.001
HIV1.cut.id_KT427787.1	92.916	19.876	0.001
HIV1.cut.id_KT427788.1	55.357	-	0.001
HIV1.cut.id_KT427789.1	100.000	79.068	0.001
HIV1.cut.id_KT427790.1	100.000	41.143	0.001
HIV1.cut.id_KT427791.1	94.751	34.986	0.001
HIV1.cut.id_KT427792.1	85.541	53.895	0.001
HIV1.cut.id_KT427794.1	97.857	12.800	0.001
HIV1.cut.id_KT427795.1	81.787	70.994	0.001
HIV1.cut.id_KT427796.1	97.778	32.558	0.001
HIV1.cut.id_KT427797.1	89.901	44.895	0.001
HIV1.cut.id_KT427798.1	100.000	66.585	0.001
HIV1.cut.id_KT427799.1	76.283	39.474	0.001
HIV1.cut.id_KT427800.1	92.985	60.667	0.001
HIV1.cut.id_KT427801.1	87.945	47.922	0.001
HIV1.cut.id_KT427803.1	86.961	10.586	0.001
HIV1.cut.id_KT427805.1	62.168	11.173	0.001
HIV1.cut.id_KT427806.1	92.346	41.200	0.001
HIV1.cut.id_KT427807.1	80.292	24.417	0.001
HIV1.cut.id_KT427808.1	78.862	56.000	0.001
HIV1.cut.id_KT427809.1	99.183	46.803	0.001
HIV1.cut.id_KT427810.1	96.474	54.661	0.001
HIV1.cut.id_KT427815.1	78.569	32.890	0.001
HIV1.cut.id_KT427816.1	100.000	62.221	0.001
HIV1.cut.id_KT427817.1	100.000	20.066	0.001
HIV1.cut.id_KT427818.1	99.989	45.003	0.001
HIV1.cut.id_KT427819.1	100.000	34.586	0.001
HIV1.cut.id_KT427820.1	94.471	37.663	0.001
HIV1.cut.id_KT427823.1	91.300	57.779	0.001
HIV1.cut.id_KT427824.1	39.701	-	0.001
HIV1.cut.id_KT427825.1	46.192	23.983	0.001
HIV1.cut.id_KT427826.1	94.136	21.313	0.001
HIV1.cut.id_KT427827.1	87.294	46.835	0.001
HIV1.cut.id_KT427828.1	100.000	43.060	0.001
HIV1.cut.id_KT427829.1	100.000	6.759	0.001
HIV1.cut.id_KT427830.1	99.933	37.612	0.001
HIV1.cut.id_KT427831.1	99.271	41.888	0.001
HIV1.cut.id_KT427865.1	90.916	29.203	0.001
HIV1.cut.id_KT427869.1	81.043	31.757	0.001
HIV1.cut.id_KT427870.1	100.000	48.305	0.001
HIV1.cut.id_KT427872.1	100.000	53.197	0.001
HIV1.cut.id_KT427873.1	100.000	15.679	0.001
HIV1.cut.id_KT438782.1	80.224	24.868	0.001
HIV1.cut.id_KT438783.1	46.689	-	0.001
HIV1.cut.id_KT438784.1	64.847	27.896	0.001
HIV1.cut.id_KT982201.1	71.063	40.146	0.001
HIV1.cut.id_KU161143.1	95.566	14.286	0.001
HIV1.cut.id_KU161144.1	92.234	36.745	0.001
HIV1.cut.id_KU161145.1	97.047	42.552	0.001
HIV1.cut.id_KU168256.1	99.967	49.497	0.001
HIV1.cut.id_KU168257.1	93.416	24.610	0.001
HIV1.cut.id_KU168258.1	79.841	1.923	0.001
HIV1.cut.id_KU168259.1	98.853	47.712	0.001
HIV1.cut.id_KU168260.1	100.000	47.671	0.001
HIV1.cut.id_KU168261.1	83.714	23.777	0.001
HIV1.cut.id_KU168262.1	87.789	40.339	0.001
HIV1.cut.id_KU168263.1	100.000	86.210	0.001
HIV1.cut.id_KU168264.1	79.281	-	0.001
HIV1.cut.id_KU168265.1	100.000	52.940	0.001
HIV1.cut.id_KU168266.1	100.000	44.453	0.001
HIV1.cut.id_KU168267.1	100.000	47.908	0.001
HIV1.cut.id_KU168268.1	99.045	52.562	0.001
HIV1.cut.id_KU168269.1	91.059	45.507	0.001
HIV1.cut.id_KU168270.1	100.000	71.625	0.001
HIV1.cut.id_KU168271.1	100.000	70.629	0.001
HIV1.cut.id_KU168272.1	100.000	65.246	0.001
HIV1.cut.id_KU168273.1	100.000	88.342	0.001
HIV1.cut.id_KU168274.1	95.817	41.717	0.001
HIV1.cut.id_KU168275.1	100.000	31.546	0.001
HIV1.cut.id_KU168276.1	100.000	29.226	0.001
HIV1.cut.id_KU168277.1	99.812	87.511	0.001
HIV1.cut.id_KU168278.1	100.000	51.151	0.001
HIV1.cut.id_KU168279.1	100.000	70.564	0.001
HIV1.cut.id_KU168280.1	100.000	63.436	0.001
HIV1.cut.id_KU168281.1	100.000	67.527	0.001
HIV1.cut.id_KU168282.1	99.338	90.023	0.001
HIV1.cut.id_KU168283.1	100.000	59.002	0.001
HIV1.cut.id_KU168284.1	87.775	92.576	0.001
HIV1.cut.id_KU168285.1	95.678	98.854	0.001
HIV1.cut.id_KU168286.1	100.000	80.193	0.001
HIV1.cut.id_KU168288.1	100.000	89.610	0.001
HIV1.cut.id_KU168289.1	100.000	73.988	0.001
HIV1.cut.id_KU168290.1	100.000	78.121	0.001
HIV1.cut.id_KU168291.1	100.000	40.843	0.001
HIV1.cut.id_KU168292.1	100.000	28.190	0.001
HIV1.cut.id_KU168293.1	100.000	94.452	0.001
HIV1.cut.id_KU168294.1	100.000	83.364	0.001
HIV1.cut.id_KU168295.1	100.000	99.989	0.001
HIV1.cut.id_KU168296.1	100.000	34.140	0.001
HIV1.cut.id_KU168297.1	100.000	47.285	0.001
HIV1.cut.id_KU168298.1	34.516	100.000	0.001
HIV1.cut.id_KU168299.1	100.000	81.275	0.001
HIV1.cut.id_KU168300.1	100.000	58.607	0.001
HIV1.cut.id_KU168301.1	100.000	65.185	0.001
HIV1.cut.id_KU168302.1	100.000	59.836	0.001
HIV1.cut.id_KU168303.1	94.557	37.061	0.001
HIV1.cut.id_KU168304.1	100.000	48.844	0.001
HIV1.cut.id_KU168305.1	81.841	40.563	0.001
HIV1.cut.id_KU168306.1	99.693	-	0.001
HIV1.cut.id_KU168307.1	100.000	54.400	0.001
HIV1.cut.id_KU168308.1	68.116	3.464	0.001
HIV1.cut.id_KU168309.1	78.434	25.442	0.001
HIV1.cut.id_KU168310.1	98.967	49.835	0.001
HIV1.cut.id_KU168311.1	100.000	65.366	0.001
HIV1.cut.id_KU501256.1	93.101	18.548	0.001
HIV1.cut.id_KU501257.1	98.068	43.552	0.001
HIV1.cut.id_KU612900.1	42.663	17.509	0.001
HIV1.cut.id_KU612901.1	97.242	9.401	0.001
HIV1.cut.id_KU641402.1	98.137	27.422	0.001
HIV1.cut.id_KU677989.1	32.230	32.618	0.001
HIV1.cut.id_KU677990.1	20.950	20.011	0.001
HIV1.cut.id_KU677991.1	60.983	32.426	0.001
HIV1.cut.id_KU677992.1	13.316	28.563	0.001
HIV1.cut.id_KU677993.1	100.000	13.428	0.001
HIV1.cut.id_KU677994.1	74.128	13.988	0.001
HIV1.cut.id_KU677995.1	81.678	22.116	0.001
HIV1.cut.id_KU677996.1	97.937	22.895	0.001
HIV1.cut.id_KU677997.1	73.677	5.160	0.001
HIV1.cut.id_KU677998.1	92.967	13.226	0.001
HIV1.cut.id_KU677999.1	60.857	4.087	0.001
HIV1.cut.id_KU678000.1	76.984	11.558	0.001
HIV1.cut.id_KU678001.1	60.995	32.199	0.001
HIV1.cut.id_KU678025.1	97.696	8.665	0.001
HIV1.cut.id_KU678026.1	88.878	26.624	0.001
HIV1.cut.id_KU678027.1	51.242	18.651	0.001
HIV1.cut.id_KU678028.1	93.027	-	0.001
HIV1.cut.id_KU678029.1	61.493	15.252	0.001
HIV1.cut.id_KU678030.1	61.250	33.509	0.001
HIV1.cut.id_KU678031.1	38.503	-	0.001
HIV1.cut.id_KU678032.1	63.619	23.238	0.001
HIV1.cut.id_KU678034.1	92.179	-	0.001
HIV1.cut.id_KU678035.1	91.591	-	0.001
HIV1.cut.id_KU678036.1	100.000	25.196	0.001
HIV1.cut.id_KU678049.1	100.000	13.648	0.001
HIV1.cut.id_KU678050.1	37.575	19.986	0.001
HIV1.cut.id_KU678051.1	59.088	-	0.001
HIV1.cut.id_KU678052.1	79.367	7.907	0.001
HIV1.cut.id_KU678053.1	68.207	9.659	0.001
HIV1.cut.id_KU678054.1	100.000	20.195	0.001
HIV1.cut.id_KU678055.1	76.927	17.224	0.001
HIV1.cut.id_KU678056.1	100.000	6.679	0.001
HIV1.cut.id_KU678058.1	77.029	22.311	0.001
HIV1.cut.id_KU678059.1	100.000	46.829	0.001
HIV1.cut.id_KU678060.1	78.542	13.085	0.001
HIV1.cut.id_KU678061.1	68.049	11.869	0.001
HIV1.cut.id_KU678062.1	77.988	-	0.001
HIV1.cut.id_KU678069.1	53.422	21.775	0.001
HIV1.cut.id_KU678070.1	89.231	-	0.001
HIV1.cut.id_KU678071.1	36.884	14.127	0.001
HIV1.cut.id_KU678074.1	62.252	21.404	0.001
HIV1.cut.id_KU678075.1	75.311	23.322	0.001
HIV1.cut.id_KU678076.1	65.640	27.938	0.001
HIV1.cut.id_KU678077.1	67.211	-	0.001
HIV1.cut.id_KU678080.1	65.810	32.677	0.001
HIV1.cut.id_KU678081.1	61.883	-	0.001
HIV1.cut.id_KU678082.1	80.412	44.307	0.001
HIV1.cut.id_KU678083.1	87.346	-	0.001
HIV1.cut.id_KU678124.1	93.812	55.370	0.001
HIV1.cut.id_KU678125.1	100.000	34.426	0.001
HIV1.cut.id_KU678139.1	75.268	-	0.001
HIV1.cut.id_KU678140.1	100.000	14.824	0.001
HIV1.cut.id_KU678141.1	100.000	24.946	0.001
HIV1.cut.id_KU678143.1	100.000	-	0.001
HIV1.cut.id_KU678144.1	100.000	50.714	0.001
HIV1.cut.id_KU678145.1	81.639	27.074	0.001
HIV1.cut.id_KU678161.1	44.033	25.590	0.001
HIV1.cut.id_KU678162.1	74.989	-	0.001
HIV1.cut.id_KU678163.1	57.895	42.161	0.001
HIV1.cut.id_KU678164.1	85.808	19.677	0.001
HIV1.cut.id_KU678165.1	69.473	-	0.001
HIV1.cut.id_KU678166.1	100.000	-	0.001
HIV1.cut.id_KU678167.1	69.257	18.012	0.001
HIV1.cut.id_KU678168.1	39.017	2.334	0.001
HIV1.cut.id_KU678169.1	69.693	-	0.001
HIV1.cut.id_KU678170.1	100.000	51.477	0.001
HIV1.cut.id_KU678171.1	19.577	-	0.001
HIV1.cut.id_KU678172.1	20.164	-	0.001
HIV1.cut.id_KU678173.1	92.822	-	0.001
HIV1.cut.id_KU678174.1	48.232	-	0.001
HIV1.cut.id_KU678175.1	82.915	-	0.001
HIV1.cut.id_KU678176.1	35.959	1.776	0.001
HIV1.cut.id_KU678177.1	19.589	-	0.001
HIV1.cut.id_KU678178.1	97.128	40.663	0.001
HIV1.cut.id_KU678179.1	54.922	0.999	0.001
HIV1.cut.id_KU678180.1	42.735	41.453	0.001
HIV1.cut.id_KU678191.1	46.740	-	0.001
HIV1.cut.id_KU678192.1	73.583	-	0.001
HIV1.cut.id_KU678193.1	21.949	18.395	0.001
HIV1.cut.id_KU749387.1	94.272	43.566	0.001
HIV1.cut.id_KU749388.1	93.993	50.454	0.001
HIV1.cut.id_KU749389.1	93.475	22.726	0.001
HIV1.cut.id_KU749390.1	100.000	45.173	0.001
HIV1.cut.id_KU749391.1	33.913	33.716	0.001
HIV1.cut.id_KU749392.1	90.108	50.825	0.001
HIV1.cut.id_KU749393.1	32.519	30.909	0.001
HIV1.cut.id_KU749394.1	93.614	34.686	0.001
HIV1.cut.id_KU749395.1	100.000	58.450	0.001
HIV1.cut.id_KU749396.1	93.450	65.049	0.001
HIV1.cut.id_KU749397.1	100.000	15.142	0.001
HIV1.cut.id_KU749398.1	93.287	54.263	0.001
HIV1.cut.id_KU749399.1	98.082	62.548	0.001
HIV1.cut.id_KU749400.1	75.313	29.669	0.001
HIV1.cut.id_KU749401.1	98.993	60.241	0.001
HIV1.cut.id_KU749402.1	100.000	26.924	0.001
