Tool	Contig	Length
penguin	SRR5467090_1973	4232
penguin	SRR5467090_5098	3787
penguin	SRR5467090_5358	3730
penguin	SRR5467090_5662	4402
penguin	SRR5467090_9248	3658
penguin	SRR5467090_9933	3912
penguin	SRR5467090_11440	2547
penguin	SRR5467090_12098	3310
penguin	SRR5467090_12354	5043
penguin	SRR5467090_12979	3681
penguin	SRR5467090_13224	3912
penguin	SRR5467090_14229	5986
penguin	SRR5467090_17317	4939
penguin	SRR5467090_18259	4794
penguin	SRR5467090_20099	3903
penguin	SRR5467090_26030	5043
penguin	SRR5467090_26812	5424
penguin	SRR5467090_27833	3571
penguin	SRR5467090_30488	3980
penguin	SRR5467090_32502	5370
penguin	SRR5467090_37303	4316
penguin	SRR5467090_37513	3700
penguin	SRR5467090_45616	3700
penguin	SRR5467090_46617	2910
penguin	SRR5467090_46885	6103
penguin	SRR5467090_50322	3435
penguin	SRR5467090_53666	2446
penguin	SRR5467090_57352	4400
penguin	SRR5467090_59097	3021
penguin	SRR5467090_60173	2950
penguin	SRR5467090_62030	3813
penguin	SRR5467090_72268	4794
penguin	SRR5467090_73887	3748
penguin	SRR5467090_82141	3561
penguin	SRR5467090_82971	6073
penguin	SRR5467090_83289	5043
penguin	SRR5467090_88917	3430
penguin	SRR5467090_93783	2993
penguin	SRR5467091_844	4002
penguin	SRR5467091_1999	3846
penguin	SRR5467091_2301	5820
penguin	SRR5467091_3845	4144
penguin	SRR5467091_5693	4113
penguin	SRR5467091_7569	3731
penguin	SRR5467091_7727	4194
penguin	SRR5467091_8589	3847
penguin	SRR5467091_9919	4354
penguin	SRR5467091_12076	3708
penguin	SRR5467091_13073	4846
penguin	SRR5467091_13394	3570
penguin	SRR5467091_23912	3875
penguin	SRR5467091_27564	3912
penguin	SRR5467091_28692	3321
penguin	SRR5467091_29368	3785
penguin	SRR5467091_31203	4136
penguin	SRR5467091_33869	4327
penguin	SRR5467091_33933	3471
penguin	SRR5467091_34682	3668
penguin	SRR5467091_34789	2955
penguin	SRR5467091_39151	4064
penguin	SRR5467091_39948	3806
penguin	SRR5467091_43062	3861
penguin	SRR5467091_45309	4354
penguin	SRR5467091_47242	4712
penguin	SRR5467091_53875	5549
penguin	SRR5467091_53954	3856
penguin	SRR5467091_55983	2441
penguin	SRR5467091_57938	4408
penguin	SRR5467091_60579	2993
penguin	SRR5467091_71856	4831
penguin	SRR5467091_77294	4295
penguin	SRR5467091_80452	3870
penguin	SRR5467091_83375	3940
penguin	SRR5467091_98549	3663
penguin	SRR5467091_100608	3807
penguin	SRR5467091_119119	3394
penguin	SRR6049586_27816	4376
penguin	SRR6049586_28762	3298
penguin	SRR6049586_62904	4525
penguin	SRR6049586_69162	3697
penguin	SRR6049586_96321	3257
penguin	SRR6049586_102878	2609
penguin	SRR6253161_6361	2726
penguin	SRR6253161_17765	4216
penguin	SRR6253161_18205	3077
penguin	SRR6253161_18773	3787
penguin	SRR6253161_24803	3903
penguin	SRR6253161_40946	3348
penguin	SRR6253161_95603	3311
penguin	SRR6253161_101806	5454
penguin	SRR6253161_134659	3599
penguin	SRR6253256_7333	3746
penguin	SRR6253256_14975	4013
penguin	SRR6253256_20785	10133
penguin	SRR6253256_31052	6112
penguin	SRR6253256_32088	4094
penguin	SRR6253256_44195	5432
penguin	SRR6253256_45484	2518
penguin	SRR6253256_67494	3852
penguin	SRR6253256_72124	3341
penguin	SRR6253579_4198	4092
penguin	SRR6253579_7305	3877
penguin	SRR6253579_14482	4491
penguin	SRR6253579_27066	4094
penguin	SRR6253579_32007	3909
penguin	SRR6253579_34811	3346
penguin	SRR6253579_43321	3447
penguin	SRR6253579_50271	3335
penguin	SRR6253579_53359	2680
penguin	SRR6253579_58102	6690
penguin	SRR6253579_74488	7078
penguin	SRR6253579_94923	6307
penguin	SRR6254351_9283	2700
penguin	SRR6254351_13425	4920
penguin	SRR6254351_18604	3340
penguin	SRR6254351_18855	4550
penguin	SRR6254351_25248	4944
penguin	SRR6254351_30523	3932
penguin	SRR6254351_47624	3916
penguin	SRR6254351_58001	3287
penguin	SRR6254351_60680	5271
penguin	SRR6254351_60814	3645
penguin	SRR6254351_73304	4871
penguin	SRR6254351_91259	3239
penguin	SRR6254351_91435	4240
penguin	SRR6254351_93251	3802
penguin	SRR6254353_454	4179
penguin	SRR6254353_3430	3615
penguin	SRR6254353_11785	4241
penguin	SRR6254353_12286	3900
penguin	SRR6254353_12366	3759
penguin	SRR6254353_23767	3751
penguin	SRR6254353_24087	5007
penguin	SRR6254353_43987	4359
penguin	SRR6254353_44883	4877
penguin	SRR6254353_46245	4224
penguin	SRR6254353_47026	4047
penguin	SRR6254353_67878	4635
penguin	SRR6254353_86262	4279
penguin	SRR6254353_86370	3444
penguin	SRR6254353_86399	5675
penguin	SRR6254353_87994	6548
penguin	SRR6254353_91054	3729
penguin	SRR6254353_106411	12233
penguin	SRR6254353_138631	3462
penguin	SRR6254893_3141	7417
penguin	SRR6254893_6179	3966
penguin	SRR6254893_8480	4665
penguin	SRR6254893_10077	2757
penguin	SRR6254893_45433	3284
penguin	SRR6254893_53168	3336
penguin	SRR6254984_5625	3131
penguin	SRR6254984_13870	4241
penguin	SRR6254984_15616	4072
penguin	SRR6254984_16826	4223
penguin	SRR6254984_22779	3515
penguin	SRR6254984_36113	3286
penguin	SRR6254984_45442	3337
penguin	SRR6254984_48577	3755
penguin	SRR6254984_61753	2883
penguin	SRR6254984_64332	4241
penguin	SRR6254984_72595	4241
penguin	SRR6254984_83801	3340
penguin	SRR6254984_86089	3824
penguin	SRR6255402_8509	4582
penguin	SRR6255402_11842	3767
penguin	SRR6255402_18902	2748
penguin	SRR6255402_19394	11259
penguin	SRR6255402_25890	3675
penguin	SRR6255402_26459	3800
penguin	SRR6255402_31532	4496
penguin	SRR6255402_38006	3874
penguin	SRR6255402_39932	3928
penguin	SRR6255402_50398	3652
penguin	SRR6255513_419	4114
penguin	SRR6255513_584	4254
penguin	SRR6255513_2407	3258
penguin	SRR6255513_10352	7004
penguin	SRR6255513_12088	4014
penguin	SRR6255513_14344	3524
penguin	SRR6255513_19607	3337
penguin	SRR6255513_29690	3429
penguin	SRR6255513_33879	6137
penguin	SRR6255513_35057	2378
penguin	SRR6255513_50773	2211
penguin	SRR6255513_54641	5088
penguin	SRR6255513_56738	3826
penguin	SRR6255520_1701	3195
penguin	SRR6255520_5198	4981
penguin	SRR6255520_15741	3758
penguin	SRR6255520_16216	4035
penguin	SRR6255520_39666	3594
penguin	SRR6255520_46666	3860
penguin	SRR6255520_49299	3799
penguin	SRR6255520_50376	4111
penguin	SRR6255520_51226	5259
penguin	SRR6255521_253	4004
penguin	SRR6255521_3343	4004
penguin	SRR6255521_7325	4619
penguin	SRR6255521_9909	4003
penguin	SRR6255521_21388	4608
penguin	SRR6255521_24089	3106
penguin	SRR6255521_39775	3673
penguin	SRR6255521_42652	4139
penguin	SRR6255521_44080	3688
penguin	SRR6255521_47013	6187
penguin	SRR6255521_62709	3346
penguin	SRR6255521_69592	4004
penguin	SRR6255733_960	4152
penguin	SRR6255733_999	3833
penguin	SRR6255733_3403	4128
penguin	SRR6255733_7043	9871
penguin	SRR6255733_9613	5559
penguin	SRR6255733_12996	3491
penguin	SRR6255733_13863	3660
penguin	SRR6255733_16126	3745
penguin	SRR6255733_23619	3886
penguin	SRR6255733_23897	3304
penguin	SRR6255733_24524	3990
penguin	SRR6255733_26549	3743
penguin	SRR6255733_26682	3990
penguin	SRR6255733_27025	3050
penguin	SRR6255733_27459	3293
penguin	SRR6255733_31937	5087
penguin	SRR6255733_33951	3745
penguin	SRR6255733_34956	3542
penguin	SRR6255733_35873	3744
penguin	SRR6255733_36021	7773
penguin	SRR6255733_36178	3744
penguin	SRR6255733_37880	5065
penguin	SRR6255733_40185	5267
penguin	SRR6255733_40334	3465
penguin	SRR6255733_40579	3886
penguin	SRR6255733_40701	3745
penguin	SRR6255733_41232	3054
penguin	SRR6255733_43295	5448
penguin	SRR6255733_44977	2849
penguin	SRR6255733_47961	2602
penguin	SRR6255733_54148	3886
penguin	SRR6255733_54544	2570
penguin	SRR6255733_55410	4251
penguin	SRR6255733_60947	4792
penguin	SRR6255746_1229	3896
penguin	SRR6255746_1342	3546
penguin	SRR6255746_1844	3896
penguin	SRR6255746_5376	3408
penguin	SRR6255746_7209	4404
penguin	SRR6255746_9038	4807
penguin	SRR6255746_9251	3710
penguin	SRR6255746_9343	4803
penguin	SRR6255746_11459	3558
penguin	SRR6255746_12430	3747
penguin	SRR6255746_13580	3747
penguin	SRR6255746_16034	4060
penguin	SRR6255746_19612	3896
penguin	SRR6255746_23917	3747
penguin	SRR6255746_24306	4640
penguin	SRR6255746_24385	3731
penguin	SRR6255746_26091	3414
penguin	SRR6255746_27449	3731
penguin	SRR6255746_27579	3747
penguin	SRR6255746_27827	3989
penguin	SRR6255746_30812	3731
penguin	SRR6255746_32922	3989
penguin	SRR6255746_32984	2335
penguin	SRR6255746_36268	3731
penguin	SRR6255746_36913	3896
penguin	SRR6255746_37644	3742
penguin	SRR6255746_39436	3747
penguin	SRR6255746_39972	3747
penguin	SRR6255746_40128	3746
penguin	SRR6255746_41229	3742
penguin	SRR6255746_41472	3747
penguin	SRR6255746_41730	2483
penguin	SRR6255746_44423	3742
penguin	SRR6255746_49785	3747
penguin	SRR6255746_51341	4404
penguin	SRR6255746_54949	3742
penguin	SRR6255746_58554	3701
penguin	SRR6960509_406	3933
penguin	SRR6960509_597	3710
penguin	SRR6960509_1263	3508
penguin	SRR6960509_2388	3710
penguin	SRR6960509_5300	3702
penguin	SRR6960509_6452	3901
penguin	SRR6960509_6702	3894
penguin	SRR6960509_9075	4424
penguin	SRR6960509_10925	3894
penguin	SRR6960509_11412	3965
penguin	SRR6960509_16935	3458
penguin	SRR6960509_18804	3827
penguin	SRR6960509_26081	3888
penguin	SRR6960509_27043	4222
penguin	SRR6960509_31731	3544
penguin	SRR6960509_36107	4196
penguin	SRR6960509_39411	3970
penguin	SRR6960509_41031	3673
penguin	SRR6960509_43685	3710
penguin	SRR6960509_44469	2318
penguin	SRR6960509_47112	3452
penguin	SRR6960509_48873	4074
penguin	SRR6960509_49166	2736
penguin	SRR6960509_52668	3827
penguin	SRR6960509_53731	2978
penguin	SRR6960509_57883	3455
penguin	SRR6960509_73018	3737
penguin	SRR6960509_75650	3578
penguin	SRR6960509_76346	2735
penguin	SRR6960509_84930	3458
penguin	SRR6960509_84959	3578
penguin	SRR6960509_89668	4004
penguin	SRR6960509_113123	4042
penguin	SRR6960509_113127	3725
penguin	SRR6960509_114495	3455
penguin	SRR6960509_117538	4004
penguin	SRR6960509_118956	3978
penguin	SRR6960509_124293	6291
penguin	SRR6960509_130702	3578
penguin	SRR6960509_142264	3579
penguin	SRR6960509_148821	2736
penguin	SRR6960509_161404	2867
penguin	SRR6960509_162043	2736
penguin	SRR6960509_171620	2983
penguin	SRR6960509_172239	2295
penguin	SRR6960509_178499	3729
penguin	SRR6960509_203726	2736
penguin	SRR6960540_2834	4005
penguin	SRR6960540_3397	2548
penguin	SRR6960549_631	3930
penguin	SRR6960549_1497	3872
penguin	SRR6960549_1589	3542
penguin	SRR6960549_2355	4270
penguin	SRR6960549_4369	4905
penguin	SRR6960549_4423	4896
penguin	SRR6960549_5097	3133
penguin	SRR6960549_6860	4420
penguin	SRR6960549_6950	4047
penguin	SRR6960549_7373	3664
penguin	SRR6960549_7499	3169
penguin	SRR6960549_7842	3709
penguin	SRR6960549_10182	3494
penguin	SRR6960549_10260	3667
penguin	SRR6960549_10290	3663
penguin	SRR6960549_12408	4153
penguin	SRR6960549_14514	3662
penguin	SRR6960549_14832	4582
penguin	SRR6960549_17762	3663
penguin	SRR6960549_19554	3667
penguin	SRR6960549_22650	3668
penguin	SRR6960550_9556	3722
penguin	SRR6960551_78	3887
penguin	SRR6960551_1478	3482
penguin	SRR6960551_2450	4250
penguin	SRR6960551_3472	3483
penguin	SRR6960551_3812	4085
penguin	SRR6960551_4204	3743
penguin	SRR6960551_4572	3526
penguin	SRR6960551_4850	3589
penguin	SRR6960551_5014	3608
penguin	SRR6960551_5359	3536
penguin	SRR6960551_5958	3805
penguin	SRR6960551_6238	3669
penguin	SRR6960551_7492	3526
penguin	SRR6960551_7677	4128
penguin	SRR6960551_8874	3467
penguin	SRR6960551_11120	4798
penguin	SRR6960551_13596	3737
penguin	SRR6960551_14752	3458
penguin	SRR6960551_14878	4487
penguin	SRR6960551_15685	3801
penguin	SRR6960551_16410	4900
penguin	SRR6960551_18040	3712
penguin	SRR6960551_18400	3587
penguin	SRR6960551_18601	3691
penguin	SRR6960551_21484	3231
penguin	SRR6960551_25298	4085
penguin	SRR6960551_28448	4085
penguin	SRR6960551_30470	4085
penguin	SRR6960551_32853	4196
penguin	SRR6960551_33488	3853
penguin	SRR6960551_34358	3628
penguin	SRR6960551_34526	3643
penguin	SRR6960551_34833	3711
penguin	SRR6960551_37582	3995
penguin	SRR6960551_37826	3792
penguin	SRR6960551_41569	3643
penguin	SRR6960551_44508	3792
penguin	SRR6960551_49061	4042
penguin	SRR6960551_50074	3761
penguin	SRR6960551_52850	3630
penguin	SRR6960551_54043	4085
penguin	SRR6960551_57180	3540
penguin	SRR6960551_57545	2295
penguin	SRR6960551_59802	3456
penguin	SRR6960551_61716	4295
penguin	SRR6960551_64225	3575
penguin	SRR6960551_69221	4084
penguin	SRR6960551_70538	3827
penguin	SRR6960551_74412	3527
penguin	SRR6960551_75239	3540
penguin	SRR6960551_77243	3457
penguin	SRR6960551_78855	3458
penguin	SRR6960551_89327	4084
penguin	SRR6960551_90399	3852
penguin	SRR6960551_91155	2555
penguin	SRR6960551_95913	4212
penguin	SRR6960551_96423	3629
penguin	SRR6960551_98705	3458
penguin	SRR6960551_105002	3704
penguin	SRR6960551_109773	3454
penguin	SRR6960551_113636	3629
penguin	SRR6960551_114236	3453
penguin	SRR6960551_114641	3526
penguin	SRR6960551_144613	3629
penguin	SRR6960797_1556	3457
penguin	SRR6960797_8530	4298
penguin	SRR6960797_9810	3637
penguin	SRR6960797_10018	3811
penguin	SRR6960797_17471	3475
penguin	SRR6960797_32800	3475
penguin	SRR6960797_34142	3458
penguin	SRR6960797_39479	4215
penguin	SRR6960797_43186	4185
penguin	SRR6960797_54748	6106
penguin	SRR6960797_73453	4064
penguin	SRR6960797_78971	4063
penguin	SRR6960797_84355	3579
penguin	SRR6960797_91472	3681
penguin	SRR7976295_1273	4040
penguin	SRR7976295_1475	6615
penguin	SRR7976295_7402	3054
penguin	SRR7976295_13329	6094
penguin	SRR7976299_24	3766
penguin	SRR7976299_301	3750
penguin	SRR7976299_665	3628
penguin	SRR7976299_1058	4006
penguin	SRR7976299_1392	3487
penguin	SRR7976299_1458	4061
penguin	SRR7976299_1479	4665
penguin	SRR7976299_2432	3503
penguin	SRR7976299_2577	4645
penguin	SRR7976299_2934	3976
penguin	SRR7976299_3482	3991
penguin	SRR7976299_4392	3682
penguin	SRR7976299_4830	3229
penguin	SRR7976299_4929	3976
penguin	SRR7976299_5130	4009
penguin	SRR7976299_5723	4068
penguin	SRR7976299_6321	3151
penguin	SRR7976299_6507	4530
penguin	SRR7976299_6825	2369
penguin	SRR7976299_7629	3003
penguin	SRR7976299_8223	4640
penguin	SRR7976299_9695	3819
penguin	SRR7976299_12065	3681
penguin	SRR7976299_12938	3681
penguin	SRR7976299_15950	3681
penguin	SRR7976299_16718	4135
penguin	SRR7976299_19072	4836
penguin	SRR7976299_19764	3685
penguin	SRR7976299_19965	3683
penguin	SRR7976299_20517	3832
penguin	SRR7976299_21351	3681
penguin	SRR7976299_21482	3757
penguin	SRR7976299_22611	3681
penguin	SRR7976299_22732	3681
penguin	SRR7976299_22885	3680
penguin	SRR7976299_23519	4018
penguin	SRR7976299_24797	5195
penguin	SRR7976299_24936	2607
penguin	SRR7976299_25160	4097
penguin	SRR7976300_536	3395
penguin	SRR7976300_1147	3575
penguin	SRR7976300_1798	3406
penguin	SRR7976300_3740	3394
penguin	SRR7976300_5761	4378
penguin	SRR7976300_8884	3559
penguin	SRR7976300_9725	3618
penguin	SRR7976300_12731	4513
penguin	SRR7976300_23856	3579
penguin	SRR7976300_31564	6005
penguin	SRR7976300_37189	4096
penguin	SRR7976300_38704	3717
penguin	SRR7976300_41470	3443
penguin	SRR7976300_43152	6890
penguin	SRR7976300_54417	4375
penguin	SRR7976300_57929	8181
penguin	SRR7976300_67482	5489
penguin	SRR7976300_71579	5489
penguin	SRR7976300_73518	3964
penguin	SRR7976300_78459	3790
penguin	SRR7976300_80729	5462
penguin	SRR7976300_97489	3648
penguin	SRR7976300_127479	3618
penguin	SRR7976300_148037	2524
penguin	SRR7976301_728	4169
penguin	SRR7976301_895	4228
penguin	SRR7976301_918	3982
penguin	SRR7976301_3885	4228
penguin	SRR7976301_3987	3831
penguin	SRR7976301_7252	4002
penguin	SRR7976301_8886	3452
penguin	SRR7976301_9716	4170
penguin	SRR7976301_13290	2165
penguin	SRR7976301_21994	3803
penguin	SRR7976301_32583	3014
penguin	SRR7976301_38849	3660
penguin	SRR7976301_45064	4172
penguin	SRR7976301_63987	2828
penguin	SRR7976301_74593	3029
penguin	SRR7976301_89293	3406
penguin	SRR7976301_102122	3786
penguin	SRR7976310_2	3871
penguin	SRR7976310_387	4681
penguin	SRR7976310_1742	4425
penguin	SRR7976310_1988	3618
penguin	SRR7976310_2744	4535
penguin	SRR7976310_2811	3913
penguin	SRR7976310_3549	3717
penguin	SRR7976310_4393	3796
penguin	SRR7976310_6260	3748
penguin	SRR7976310_8268	3591
penguin	SRR7976310_12039	5663
penguin	SRR7976310_13515	3420
penguin	SRR7976310_15081	2967
penguin	SRR7976310_15349	6581
penguin	SRR7976310_16753	3650
penguin	SRR7976310_20577	3741
penguin	SRR7976310_27580	4122
penguin	SRR7976310_31319	3431
penguin	SRR7976310_46044	4303
penguin	SRR7976310_54696	3465
penguin	SRR7976310_55662	4580
penguin	SRR7976310_55728	3827
penguin	SRR7976310_56162	4253
penguin	SRR7976310_58897	3831
penguin	SRR7976310_59703	4038
penguin	SRR7976310_69348	3759
penguin	SRR7976310_69604	5441
penguin	SRR7976310_73064	7702
penguin	SRR7976310_76125	4543
penguin	SRR7976310_76852	4290
penguin	SRR7976310_78014	3835
penguin	SRR7976310_80537	4155
penguin	SRR7976310_80923	3451
penguin	SRR7976310_94894	3434
penguin	SRR7976310_114919	2613
penguin	SRR7976310_116983	2765
penguin	SRR7687334_7610	4361
penguin	SRR7687334_26875	3935
penguin	SRR7687334_53408	4829
penguin	SRR7687334_56446	5751
penguin	SRR7687334_69440	7261
penguin	SRR7687334_79065	3741
penguin	SRR7687334_84962	3234
penguin	SRR7687334_99037	7736
penguin	SRR7687334_116709	5787
penguin	SRR7687334_127832	3847
penguin	SRR7687334_145485	12319
penguin	SRR7687334_222250	3020
penguin	SRR7963800_1838	3473
penguin	SRR7963800_7610	3799
penguin	SRR7963800_18137	4072
penguin	SRR7963800_37284	4057
penguin	SRR7963800_39271	3522
penguin	SRR7963800_41012	3790
penguin	SRR7963800_72590	2413
penguin	SRR7963800_88895	2900
penguin	SRR7963800_110825	2567
penguin	SRR7963800_121117	3874
penguin	SRR7963800_134936	2572
penguin	SRR7963800_163538	3943
penguin	SRR7963800_207347	2275
penguin	SRR7963800_207813	4637
penguin	SRR7963800_211816	2405
megahit	SRR6960803_k141_61611	3761
megahit	SRR6960803_k141_70047	3806
megahit	SRR6960803_k141_36910	3556
megahit	SRR6960803_k141_29189	4252
megahit	SRR6960803_k141_37057	3735
megahit	SRR6960803_k141_37834	4592
megahit	SRR6960803_k141_51535	4532
megahit	SRR6960803_k141_38471	3843
megahit	SRR6960803_k141_11595	4418
megahit	SRR6960803_k141_17377	3418
megahit	SRR6960803_k141_25808	4269
megahit	SRR6960803_k141_105588	3584
megahit	SRR6960803_k141_94777	3659
megahit	SRR6960803_k141_108340	3575
megahit	SRR6960801_k141_811	3555
megahit	SRR6960801_k141_3744	3730
megahit	SRR6960801_k141_38557	3674
megahit	SRR6960799_k141_37579	4322
megahit	SRR6960799_k141_15337	4096
megahit	SRR6960799_k141_97462	3561
megahit	SRR6960799_k141_52825	3772
megahit	SRR6960799_k141_15736	3614
megahit	SRR6960799_k141_15981	3595
megahit	SRR6960799_k141_90704	3688
megahit	SRR6960799_k141_106116	3534
megahit	SRR6960799_k141_98715	3711
megahit	SRR6960799_k141_32346	4181
megahit	SRR6960799_k141_24731	3098
megahit	SRR6960799_k141_3351	3993
megahit	SRR6960799_k141_100848	4118
megahit	SRR6960799_k141_26344	3335
megahit	SRR6960799_k141_94633	4012
megahit	SRR6960799_k141_94807	3889
megahit	SRR6960799_k141_71231	3826
megahit	SRR6960799_k141_5750	3448
megahit	SRR6960799_k141_12016	3981
megahit	SRR6960799_k141_20589	4003
megahit	SRR6960799_k141_12111	4148
megahit	SRR6960799_k141_58921	3293
megahit	SRR6960799_k141_96389	3584
megahit	SRR6960799_k141_59247	4206
megahit	SRR6960799_k141_118211	3691
megahit	SRR6960799_k141_7030	3546
megahit	SRR6960799_k141_96870	3646
megahit	SRR6960799_k141_12910	3555
megahit	SRR6960799_k141_65355	3927
megahit	SRR6960799_k141_29341	3873
megahit	SRR6960799_k141_73076	3687
megahit	SRR6960799_k141_81303	4083
megahit	SRR6960799_k141_104198	3783
megahit	SRR6960799_k141_44209	4158
megahit	SRR6960799_k141_74099	3745
megahit	SRR6960799_k141_44674	3868
megahit	SRR7976324_k141_12864	3598
megahit	SRR7976324_k141_39099	4874
megahit	SRR7976324_k141_16482	4783
megahit	SRR7976324_k141_44601	3815
megahit	SRR7976357_k141_42088	4898
megahit	SRR7976357_k141_36232	5447
megahit	SRR7976357_k141_78294	3891
megahit	SRR7976357_k141_24444	3441
megahit	SRR7976357_k141_18718	3755
megahit	SRR7976357_k141_80025	3852
megahit	SRR7976357_k141_56411	4060
megahit	SRR7976357_k141_51122	4198
megahit	SRR7976357_k141_62750	3727
megahit	SRR7976357_k141_15755	3722
megahit	SRR7976357_k141_32901	3503
megahit	SRR7976357_k141_39612	3632
megahit	SRR7976357_k141_81441	4027
megahit	SRR7976357_k141_22506	3680
megahit	SRR7976357_k141_3933	3652
megahit	SRR7976357_k141_64047	3706
megahit	SRR7976357_k141_70866	3499
megahit	SRR7976357_k141_77023	4264
megahit	SRR7976357_k141_34318	3997
megahit	SRR7976357_k141_58452	3724
megahit	SRR7976357_k141_77607	3433
megahit	SRR7976323_k141_37060	3904
megahit	SRR7976323_k141_20951	4028
megahit	SRR7976323_k141_64081	3719
megahit	SRR7976323_k141_51982	4496
megahit	SRR7976323_k141_17376	3357
megahit	SRR7976323_k141_84413	3505
megahit	SRR7976326_k141_23424	3931
megahit	SRR7976326_k141_7835	3760
megahit	SRR7976326_k141_28804	3972
megahit	SRR7976326_k141_13959	3899
megahit	SRR7976326_k141_37967	3692
megahit	SRR7976326_k141_28523	3496
megahit	SRR7976325_k141_45508	4027
megahit	SRR7976325_k141_4451	3328
megahit	SRR7976325_k141_12598	3552
megahit	SRR7976325_k141_54772	3796
megahit	SRR7976325_k141_26012	4870
megahit	SRR7976325_k141_37978	4133
megahit	SRR7976325_k141_38016	4611
megahit	SRR7976325_k141_991	3819
megahit	SRR7976325_k141_55065	3923
megahit	SRR7976325_k141_34495	3724
megahit	SRR7976325_k141_38180	4073
megahit	SRR7976325_k141_34576	3545
megahit	SRR7976325_k141_42843	3801
megahit	SRR7976325_k141_22174	3823
megahit	SRR7976325_k141_62922	4606
megahit	SRR7976325_k141_22650	3763
megahit	SRR7976325_k141_50920	3456
megahit	SRR7976325_k141_13953	3643
megahit	SRR7976325_k141_27138	4048
megahit	SRR7976325_k141_56120	3818
megahit	SRR7976325_k141_56614	4021
megahit	SRR7976325_k141_44492	3772
megahit	SRR7976325_k141_11380	3915
megahit	SRR7976325_k141_60124	3764
megahit	SRR7976325_k141_2311	3766
megahit	SRR7976325_k141_28131	3324
megahit	SRR7976325_k141_15024	3782
megahit	SRR7976325_k141_60758	3711
megahit	SRR7976325_k141_64980	3764
megahit	SRR7976325_k141_15905	3833
megahit	SRR7976325_k141_15967	3484
megahit	SRR7976325_k141_16397	3660
megahit	SRR6960802_k141_48935	3830
megahit	SRR6960802_k141_19206	4321
megahit	SRR6960802_k141_67924	4566
megahit	SRR6960802_k141_80032	3686
megahit	SRR6960802_k141_1623	5929
megahit	SRR6960802_k141_20594	3753
megahit	SRR6960802_k141_39625	3633
megahit	SRR7976356_k141_960	3434
megahit	SRR7976356_k141_47516	3674
megahit	SRR7976356_k141_65663	3614
megahit	SRR7976356_k141_60829	3558
megahit	SRR7976356_k141_38415	3885
megahit	SRR7976356_k141_67878	3948
megahit	SRR7976356_k141_38842	3795
megahit	SRR7976356_k141_68007	3649
megahit	SRR7976356_k141_21660	3592
megahit	SRR7976356_k141_39722	3918
megahit	SRR7976356_k141_34772	3418
megahit	SRR7473382_k141_39892	3459
megahit	SRR7473382_k141_51265	4002
megahit	SRR7473382_k141_47235	3595
megahit	SRR6050738_k141_29123	4003
megahit	SRR6050738_k141_9003	4014
megahit	SRR6050738_k141_35772	3914
megahit	SRR6050738_k141_7191	3545
megahit	SRR6050738_k141_1958	3592
megahit	SRR6050738_k141_19708	3992
megahit	SRR5208570_k141_63256	3943
megahit	SRR5208570_k141_70858	3978
megahit	SRR5208572_k141_14676	4309
megahit	SRR5208574_k141_12989	4202
megahit	SRR5208574_k141_11339	4020
megahit	SRR5208575_k141_23494	3453
megahit	SRR5208575_k141_13103	3841
megahit	SRR5208575_k141_7997	3475
megahit	SRR5467137_k141_286	3508
megahit	SRR5467139_k141_16924	3677
megahit	SRR5467139_k141_26183	3784
megahit	SRR5467139_k141_26187	3679
megahit	SRR5467140_k141_2646	3449
megahit	SRR5467140_k141_1740	4048
megahit	SRR6050482_k141_6209	4315
megahit	SRR6050483_k141_1213	3511
megahit	SRR6050528_k141_41625	3952
megahit	SRR6050643_k141_9132	3974
megahit	SRR6050698_k141_16058	3567
megahit	SRR6050716_k141_3189	3861
megahit	SRR6050716_k141_6224	3974
megahit	SRR6960507_k141_27064	4028
megahit	SRR6960507_k141_13670	7870
megahit	SRR6960507_k141_14189	3665
megahit	SRR6960507_k141_82453	3547
megahit	SRR6960507_k141_102737	3848
megahit	SRR6960507_k141_82630	4060
megahit	SRR6960507_k141_82810	3474
megahit	SRR6960507_k141_90808	3829
megahit	SRR6960507_k141_38097	4350
megahit	SRR6960507_k141_64340	3663
megahit	SRR6960507_k141_71808	3547
megahit	SRR6960507_k141_52382	3690
megahit	SRR6960507_k141_5072	3730
megahit	SRR6960507_k141_72584	5206
megahit	SRR6960507_k141_60564	3791
megahit	SRR6960507_k141_19734	3734
megahit	SRR5466338_k141_2280	4003
megahit	SRR5466338_k141_103400	4033
megahit	SRR5466338_k141_96778	4106
megahit	SRR5466338_k141_74943	3680
megahit	SRR5466338_k141_47000	3740
megahit	SRR5466338_k141_3607	4124
megahit	SRR5466338_k141_55708	4532
megahit	SRR5466364_k141_10329	4363
megahit	SRR5466364_k141_96590	3757
megahit	SRR5466364_k141_20038	3936
megahit	SRR5466364_k141_49609	3830
megahit	SRR5466364_k141_57323	3650
megahit	SRR5466364_k141_64533	4375
megahit	SRR5466365_k141_25	4151
megahit	SRR5466365_k141_56011	4158
megahit	SRR5466365_k141_982	3972
megahit	SRR5466365_k141_38362	3586
megahit	SRR5466365_k141_76358	3306
megahit	SRR5466365_k141_88926	4232
megahit	SRR5466365_k141_76517	3976
megahit	SRR5466365_k141_76870	4777
megahit	SRR5466365_k141_73140	4433
megahit	SRR5466365_k141_36451	4326
megahit	SRR5466366_k141_50431	3589
megahit	SRR5466366_k141_64573	4517
megahit	SRR5466366_k141_40490	4080
