Assemblies	penguin	megahit	metaspades	rnaspades	rnaviralspades	savage	iva	vicuna	haploflow	Cov	metaviralspades
HIV1.cut.id_KU749391.1	17.449	-	-	15.403	-	-	-	-	-	1	-
HIV1.cut.id_KU749392.1	16.723	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KU749393.1	13.571	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KU749394.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KU749395.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KU749396.1	10.646	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KU749397.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KU749398.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KU749399.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KU749400.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KU749401.1	11.669	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KU749402.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KU749403.1	13.825	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KU749404.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KU749405.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KU749406.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KU749407.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KU749408.1	6.873	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KU749409.1	12.803	-	-	16.843	-	-	-	-	-	1	-
HIV1.cut.id_KU749410.3	15.366	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KU749411.1	14.85	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KU749412.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KU749413.1	14.259	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KU749414.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KU749415.1	9.188	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KU749416.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KU749417.1	7.005	2.716	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KU749418.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KU749419.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KU749420.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KU749421.1	12.596	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KU749422.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KU749423.1	12.041	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KU749424.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KU749425.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KU749426.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KU749427.1	-	-	-	12.817	12.906	-	-	-	-	1	-
HIV1.cut.id_KU749428.1	22.018	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KU749429.1	10.914	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KU749430.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KU749431.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KU749432.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KU886698.1	25.367	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KU992928.1	15.488	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KU992929.1	6.197	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KU992930.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KU992931.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KU992932.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KU992933.1	30.266	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KU992934.1	12.317	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KU992935.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KU992936.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KU992937.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX069219.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX069220.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX069221.1	1.752	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX069222.1	3.35	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX069223.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX069224.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX069225.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX069226.1	8.024	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX069227.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX069228.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX159285.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX228799.1	15.735	-	-	8.678	-	-	-	-	-	1	-
HIV1.cut.id_KX228800.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX228801.1	13.978	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX228802.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX228803.1	11.902	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX228804.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX228805.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX228806.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX228807.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX228808.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX228809.1	-	-	-	9.291	-	-	-	-	-	1	-
HIV1.cut.id_KX228810.1	13.967	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX228811.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX228812.1	7.986	-	-	7.975	-	-	-	-	-	1	-
HIV1.cut.id_KX228813.1	11.589	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX228814.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX228815.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX228816.1	25.902	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX228817.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX228818.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX228819.1	9.692	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX228820.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX228821.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX228822.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX228823.1	13.327	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX228824.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX228825.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX232594.1	15.114	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX232595.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX232596.1	26.007	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX232597.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX232599.1	16.53	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX232600.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX232601.1	-	-	-	2.505	-	-	-	-	-	1	-
HIV1.cut.id_KX232602.1	11.462	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX232604.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX232605.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX232606.1	23.911	-	-	6.629	-	-	-	-	-	1	-
HIV1.cut.id_KX232607.1	17.025	-	-	11.424	-	-	-	-	-	1	-
HIV1.cut.id_KX232609.1	-	-	-	3.062	-	-	-	-	-	1	-
HIV1.cut.id_KX232610.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX232611.1	11.226	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX232612.1	13.034	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX232613.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX232614.1	27.352	-	-	2.941	-	-	-	-	-	1	-
HIV1.cut.id_KX232615.1	11.884	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX232616.1	11.056	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX232617.1	39.093	-	-	12.831	-	-	-	-	-	1	-
HIV1.cut.id_KX232619.1	24.577	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX232620.1	14.306	15.15	-	17.176	-	-	-	-	-	1	-
HIV1.cut.id_KX232621.1	19.929	5.529	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX232622.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX232623.1	11.51	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX232625.1	25.566	10.798	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX232626.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX232627.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX232628.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX232629.1	22.428	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX353919.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX378999.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX379000.1	14.904	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX673818.1	18.207	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX673819.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX673820.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KX673821.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY112585.1	-	-	12.917	-	-	-	-	-	-	1	-
HIV1.cut.id_KY359380.1	-	12.772	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY359381.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY359382.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY359383.1	3.199	10.999	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY359384.1	-	-	-	8.495	8.495	-	-	-	-	1	-
HIV1.cut.id_KY359385.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY364886.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY392767.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY392768.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY392769.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY392770.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY392771.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY392772.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY392773.1	19.134	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY392774.1	-	-	-	8.296	6.173	-	-	-	-	1	-
HIV1.cut.id_KY392775.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY392776.1	10.526	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY392777.1	6.821	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY392778.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY392779.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY392780.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY465967.1	-	-	-	-	8.043	-	-	-	-	1	-
HIV1.cut.id_KY465968.1	1.633	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY465969.1	-	-	-	2.065	-	-	-	-	-	1	-
HIV1.cut.id_KY496622.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY496623.1	15.101	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY496624.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY498771.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY514084.1	11.695	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY514085.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY557336.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY658681.1	4.182	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY658682.1	17.649	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY658683.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY658684.1	2.802	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY658685.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY658686.1	-	-	-	11.671	-	-	-	-	-	1	-
HIV1.cut.id_KY658687.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY658688.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY658689.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY658690.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY658691.1	13.153	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY658692.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY658693.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY658694.1	17.784	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY658695.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY658696.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY658697.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY658698.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY658699.1	13.199	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY658700.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY658701.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY658702.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY658703.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY658704.1	52.418	11.183	-	26.341	-	-	-	-	-	1	-
HIV1.cut.id_KY658705.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY658706.1	3.871	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY658707.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY658708.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY658709.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY658710.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY658711.1	12.637	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY658712.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY658713.1	-	-	-	13.21	-	-	-	-	-	1	-
HIV1.cut.id_KY658714.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY658715.1	30.438	-	-	18.21	-	-	-	-	-	1	-
HIV1.cut.id_KY658716.1	20.738	-	12.219	-	-	-	-	-	-	1	-
HIV1.cut.id_KY658717.1	20.053	-	-	3.997	-	-	-	-	-	1	-
HIV1.cut.id_KY658718.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY658719.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY778445.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY778450.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY778456.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY778468.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY778473.1	10.573	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY778479.1	-	-	13.402	-	12.827	-	-	-	-	1	-
HIV1.cut.id_KY778482.1	35.665	-	-	-	11.711	-	-	-	-	1	-
HIV1.cut.id_KY778486.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY778487.1	-	11.126	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY778496.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY778502.1	100.0	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY778510.1	-	-	15.678	-	-	-	-	-	-	1	-
HIV1.cut.id_KY778516.1	13.844	-	-	-	15.821	-	-	-	-	1	-
HIV1.cut.id_KY778517.1	14.308	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY778521.1	-	-	-	37.101	-	-	-	-	-	1	-
HIV1.cut.id_KY778529.1	12.805	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY778545.1	-	-	-	21.434	-	-	-	-	-	1	-
HIV1.cut.id_KY950610.1	12.635	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY989949.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY989950.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY989951.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY989952.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY989953.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY989954.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY989955.1	11.867	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY989956.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_KY989957.1	-	-	9.32	-	-	-	-	-	-	1	-
HIV1.cut.id_KY995542.1	12.996	-	11.688	-	-	-	-	-	-	1	-
HIV1.cut.id_L02317.1	12.67	-	-	9.957	-	-	-	-	-	1	-
HIV1.cut.id_L20571.1	10.985	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_L20587.1	-	-	-	11.799	-	-	-	-	-	1	-
HIV1.cut.id_L31963.1	12.011	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_L39106.1	13.057	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_LC027100.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_M17449.1	11.027	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_M17451.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_M22639.1	11.695	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_M26727.1	21.555	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_M27323.1	9.805	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_M38429.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_M38431.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_M62320.1	15.054	-	-	17.181	-	-	-	-	-	1	-
HIV1.cut.id_M93258.1	27.446	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_M93259.1	37.916	-	-	7.711	-	-	-	-	-	1	-
HIV1.cut.id_MF373124.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373125.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373126.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373127.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373128.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373129.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373130.1	13.618	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373131.1	11.766	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373132.1	30.468	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373133.1	20.677	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373134.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373135.1	34.096	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373136.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373137.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373138.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373139.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373140.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373141.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373142.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373143.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373144.1	-	10.986	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373145.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373146.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373147.1	29.06	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373148.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373149.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373150.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373151.1	12.161	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373152.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373153.1	10.875	-	-	15.565	-	-	-	-	-	1	-
HIV1.cut.id_MF373154.1	13.487	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373155.1	14.114	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373156.1	11.362	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373157.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373158.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373159.1	1.263	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373160.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373161.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373162.1	-	-	-	11.716	-	-	-	-	-	1	-
HIV1.cut.id_MF373163.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373164.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373165.1	12.126	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373166.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373167.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373168.1	12.065	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373169.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373170.1	12.123	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373171.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373172.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373173.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373174.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373175.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373176.1	1.17	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373177.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373178.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373179.1	23.944	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373180.1	12.019	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373181.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373182.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373183.1	8.224	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373184.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373185.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373186.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373187.1	26.107	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373188.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373189.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373190.1	30.337	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373191.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373192.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373193.1	12.81	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373194.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373195.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373196.1	39.626	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373197.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373198.1	7.193	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373199.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373200.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373201.1	11.876	4.444	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373202.1	13.324	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373203.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373204.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373205.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373206.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF373389.1	25.425	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_MF379808.1	12.368	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_U12055.1	38.52	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_U21135.1	59.505	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_U23487.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_U26546.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_U26942.1	37.222	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_U34603.1	23.211	-	-	9.045	-	-	27.41	-	-	1	-
HIV1.cut.id_U34604.1	5.08	-	-	20.64	-	-	-	-	-	1	-
HIV1.cut.id_U37270.1	12.305	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_U39362.2	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_U43096.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_U43141.1	17.926	-	-	13.211	-	-	-	-	-	1	-
HIV1.cut.id_U46016.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_U51188.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_U51189.1	-	2.025	-	-	-	-	-	-	-	1	-
HIV1.cut.id_U51190.1	17.024	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_U52953.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_U54771.1	92.532	7.578	-	-	-	-	-	-	-	1	-
HIV1.cut.id_U63632.1	-	-	-	-	-	-	-	-	-	1	-
HIV1.cut.id_U69584.1	33.98	-	-	-	-	-	-	-	-	1	-
